language_pair,split,source_lang,target_lang,source_text,target_text
Tagalog-Waray,train,Tagalog,Waray,Labahan,Labahan
Tagalog-Waray,train,Tagalog,Waray,Paliparan,Paluparan
Tagalog-Waray,train,Tagalog,Waray,lumapit,húnarani
Tagalog-Waray,train,Tagalog,Waray,tinedyer,ulitawohay
Tagalog-Waray,train,Tagalog,Waray,maaraw,kat-adlaw
Tagalog-Waray,train,Tagalog,Waray,Gutom,Gutom
Tagalog-Waray,train,Tagalog,Waray,Ninang,Iróy Ha Bunyág
Tagalog-Waray,train,Tagalog,Waray,D,D
Tagalog-Waray,train,Tagalog,Waray,Labing siyam,Desinuebe
Tagalog-Waray,train,Tagalog,Waray,magluto,maglutó
Tagalog-Waray,train,Tagalog,Waray,Imbakan,Bodega
Tagalog-Waray,train,Tagalog,Waray,Sala,Sala
Tagalog-Waray,train,Tagalog,Waray,Pancit,Pansit
Tagalog-Waray,train,Tagalog,Waray,Botika,Parmasiya
Tagalog-Waray,train,Tagalog,Waray,Isang buwan,Bulan
Tagalog-Waray,train,Tagalog,Waray,Sino,Hin-O
Tagalog-Waray,train,Tagalog,Waray,paghanga,pagbilib/paghánga
Tagalog-Waray,train,Tagalog,Waray,mataba,matambok
Tagalog-Waray,train,Tagalog,Waray,Kumain,Kumaon
Tagalog-Waray,train,Tagalog,Waray,alam,áram
Tagalog-Waray,train,Tagalog,Waray,Animnapu,Saysenta
Tagalog-Waray,train,Tagalog,Waray,Magandang Umaga,Maupay Nga Aga
Tagalog-Waray,train,Tagalog,Waray,Motorsiklo,Motorsiklo
Tagalog-Waray,train,Tagalog,Waray,Pero,Pero
Tagalog-Waray,train,Tagalog,Waray,Masbate,Masbate
Tagalog-Waray,train,Tagalog,Waray,maulan,kat-uran
Tagalog-Waray,train,Tagalog,Waray,lakad,lákaw
Tagalog-Waray,train,Tagalog,Waray,maglaro,mag--uyág
Tagalog-Waray,train,Tagalog,Waray,mababa,hamubo
Tagalog-Waray,train,Tagalog,Waray,Bahay paupahan,Papletihan Nga Balay
Tagalog-Waray,train,Tagalog,Waray,Maliit na pamilihan,Gutiay Nga Merkado
Tagalog-Waray,train,Tagalog,Waray,Z,Z
Tagalog-Waray,train,Tagalog,Waray,Katas ng kalamansi,Duga Han Apog
Tagalog-Waray,train,Tagalog,Waray,amoyin,báhuon
Tagalog-Waray,train,Tagalog,Waray,Visayas,Visayas
Tagalog-Waray,train,Tagalog,Waray,Saging,Saging
Tagalog-Waray,train,Tagalog,Waray,W,W
Tagalog-Waray,train,Tagalog,Waray,nalilito,nálilisang
Tagalog-Waray,train,Tagalog,Waray,Ano pangalan mo?,Ano Im Ngaran?
Tagalog-Waray,train,Tagalog,Waray,buntis,burod
Tagalog-Waray,train,Tagalog,Waray,Ospital,Ospital
Tagalog-Waray,train,Tagalog,Waray,Malaking pamilihan,Dako Nga Merkado
Tagalog-Waray,train,Tagalog,Waray,Inihaw na manok,Sinugba Nga Manuk
Tagalog-Waray,train,Tagalog,Waray,Banyo,Kasilyas
Tagalog-Waray,train,Tagalog,Waray,tanggapin,karawata
Tagalog-Waray,train,Tagalog,Waray,Kape,Kape
Tagalog-Waray,train,Tagalog,Waray,Bata,Batá
Tagalog-Waray,train,Tagalog,Waray,tanghali,udto
Tagalog-Waray,train,Tagalog,Waray,gising,máta
Tagalog-Waray,train,Tagalog,Waray,Mayonesa,Mayonesa
Tagalog-Waray,train,Tagalog,Waray,Ukay-ukay,Ukay-Ukay
Tagalog-Waray,train,Tagalog,Waray,Kahel,Kahel
Tagalog-Waray,train,Tagalog,Waray,Damitan,Badu-An
Tagalog-Waray,train,Tagalog,Waray,L,L
Tagalog-Waray,train,Tagalog,Waray,Linggo,Domingo
Tagalog-Waray,train,Tagalog,Waray,Tatay,Amáy
Tagalog-Waray,train,Tagalog,Waray,Pritong manok,Prito Nga Manuk
Tagalog-Waray,train,Tagalog,Waray,Ingles,Ingles
Tagalog-Waray,train,Tagalog,Waray,alas dose ng madaling araw,álas dose han aga
Tagalog-Waray,train,Tagalog,Waray,Nanay,Iróy
Tagalog-Waray,train,Tagalog,Waray,alas dos ng hapon,álas dos han kulop
Tagalog-Waray,train,Tagalog,Waray,Pancake,Pancake
Tagalog-Waray,train,Tagalog,Waray,basa,basaha
Tagalog-Waray,train,Tagalog,Waray,Tarlac,Tarlac
Tagalog-Waray,train,Tagalog,Waray,Relihiyon,Relihiyon
Tagalog-Waray,train,Tagalog,Waray,Apatnapu,Kwarenta
Tagalog-Waray,train,Tagalog,Waray,Lumpia,Lumpia
Tagalog-Waray,train,Tagalog,Waray,Sementeryo,Kamposanto
Tagalog-Waray,train,Tagalog,Waray,alas tres ng hapon,álas tres han kulop
Tagalog-Waray,train,Tagalog,Waray,Q,Q
Tagalog-Waray,train,Tagalog,Waray,Bintana,Tangboan
Tagalog-Waray,train,Tagalog,Waray,Billion,Bilyon
Tagalog-Waray,train,Tagalog,Waray,Ikatatlong palapag,Ikatulo Nga Andana
Tagalog-Waray,train,Tagalog,Waray,Isa,Usa
Tagalog-Waray,train,Tagalog,Waray,Lima,Lima
Tagalog-Waray,train,Tagalog,Waray,marumi,mahugaw
Tagalog-Waray,train,Tagalog,Waray,tulog,túrug
Tagalog-Waray,train,Tagalog,Waray,Katas/dyus,Katas Han Dyus
Tagalog-Waray,train,Tagalog,Waray,Eroplano,Idroplano
Tagalog-Waray,train,Tagalog,Waray,Pabrika,Pabrika
Tagalog-Waray,train,Tagalog,Waray,Baboy,Karne Han Baboy
Tagalog-Waray,train,Tagalog,Waray,tawa,tawá
Tagalog-Waray,train,Tagalog,Waray,kyut,kyut/máhusay
Tagalog-Waray,train,Tagalog,Waray,Ako,Ako
Tagalog-Waray,train,Tagalog,Waray,malambot,mahumok
Tagalog-Waray,train,Tagalog,Waray,Tinapay,Tinapay
Tagalog-Waray,train,Tagalog,Waray,Pula,Pula
Tagalog-Waray,train,Tagalog,Waray,malapit,hirani
Tagalog-Waray,train,Tagalog,Waray,pag-ehersisyo,pag-ehersisyó
Tagalog-Waray,train,Tagalog,Waray,Jam,Haliya
Tagalog-Waray,train,Tagalog,Waray,Lunes,Lunes
Tagalog-Waray,train,Tagalog,Waray,Inihaw na baboy,Mapuot Ha Baboy
Tagalog-Waray,train,Tagalog,Waray,Hotel,Hotel
Tagalog-Waray,train,Tagalog,Waray,Emerhensiya,Emerhensiya
Tagalog-Waray,test,Tagalog,Waray,Araw,Adlaw
Tagalog-Waray,test,Tagalog,Waray,Kastilyo,Kastilyo
Tagalog-Waray,test,Tagalog,Waray,Tatlong araw,Tulo Kaadlaw
Tagalog-Waray,test,Tagalog,Waray,Klinika,Klinika
Tagalog-Waray,test,Tagalog,Waray,Kayumangi,Kayumanggi
Tagalog-Waray,test,Tagalog,Waray,Anim na daan,Saysyentos
Tagalog-Waray,test,Tagalog,Waray,mahal,humigugma
Tagalog-Waray,test,Tagalog,Waray,kinig,pamati
Tagalog-Waray,test,Tagalog,Waray,Bulaklak,Bukad
Tagalog-Waray,test,Tagalog,Waray,Labing dalawa,Dose
Tagalog-Waray,test,Tagalog,Waray,Oktubre,Oktubre
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Pamangkin Na Babae,Hinaglos Nga Babaye
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,nag-iisa,hugpong
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Nobyembre,Nobyembre
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,dalawa,dalawa
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Ayos ka lang,Maayo ka bala
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Walang anuman,Walang anuman
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Pamangkin Na Lalaki,Hinablos Nga Lalaki
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Sabado,Sabado
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,B,B
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,P,P
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Q,Q
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Naiintindihan mo ba,Ka intindi ka ba
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Naiintindihan ko,Indi ko ka
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,pag aalala,tingala
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,tampo,sunggod
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,malungkot,masubo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Kailan,San-o
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,labing siyam,labing siyam
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Hindi ko naiintindihan,Indo ko ka intindi
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,H,H
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Mayo,Mayo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,antok,toyo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,pagod,kapoy
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Maligayang Pasko,Masadya nga Paskwa
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Hindi,Indi
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Tulongan ako,Bulig
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Lola,Lola
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Sang ayon ako,Kunporme ako
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,masaya,masadya
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Siguro,Basi
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Nobyo,Nobyo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Ayos,Ayo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Hindi ko alam,Wala ko kabalo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Miyerkules,Miyerkules
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,kilig,kurog
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,M,M
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Hello,Hello
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Z,Z
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,gutom,gutom
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,emosyon,balatyagon
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,gigil,umol
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Agusto,Agosto
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Apo,Apo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Magkano,Pila
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Tita,Tiya
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Kasintahan,Kahagugma
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,pakiramdam,nabatyagan
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,isang daan,isang daan
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Sino,Sin-o
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Marso,Marso
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,gusto,gusto
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Hindi ako sang ayon,Di ako mag sugot
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Gusto ko,Gusto ni
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,labing lima,labing lima
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Ayos lang ako,Ayos lang ako
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Magandang hapon,Maayong hapon
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Alin,Diin
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Pinsan,Pakaisa
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,galit,akig
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,walo,walo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,takot,hadlok
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Asawang Lalaki,Bana
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Paalam,Paalam
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Paano,Paano
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Magandang gabi,Maayong gab-e
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,O,O
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,pagmamahal,paghigugma
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,bagot,ugot
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,limampu,limampu
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Pamilya,Pamilya
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,labing pito,labing pito
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,S,S
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Mga Bata,Kabataan
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Pakiusap,Palihog
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Tito,Tiyo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Pakiulit,Paliwat
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Masama ang pakiramdam ko,Malain ang pamatyag ko
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Nobya,Nobya
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,sabik,matinguhaon
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,A,A
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,L,L
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,G,G
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,N,N
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Mahal kita,Ginahigugma ta ka
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Nakatira ako sa,Nagapuyo ako sa
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Ingat,Halong andam
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,lima,lima
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,X,X
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Y,Y
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,ekspresyon,ekspresyon
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Lalaki,Lalaki
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,May sakit ako,Nagamasakit ako
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,selos,pangimon
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Magulang,Ginikanan
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Ako ay bingi,Ako ay bingi
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Anong ginagawa mo,Anong ginahimo mo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,C,C
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,may sakit,may balatian
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,isa,isa
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Sanggol,Lapsag
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Saan ka nagmula,Diin ka naghalin
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,nalilito,galingin
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,labing isa,labing isa
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Anong nangyari,Ano natabo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Ilan,Pila
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,K,K
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,labing tatlo,labing tatlo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,R,R
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Hulyo,Hulyo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,U,U
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,ipinagmamalaki,ginapabugal
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,apat,apat
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Ano,Ano
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Setyembre,Setyembre
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Alam ko,Ammok
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Paumanhin,Pasayluha ako
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,D,D
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,T,T
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Bata,Bata
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,uhaw,uhaw
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Ilang taon ka na,Pila ka tuig edad mo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Ate,Manang
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Babae,Babaye
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Linggo,Linggo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Kumusta ka,Kumusta ka
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Pagbati,Pahalipay
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Hunyo,Hunyo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Buntis,Busong
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,pito,pito
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,dalawampu,dalawampu
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,animnapu,animnapu
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Martes,Martes
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Tatay,Tatay
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,F,F
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Lunes,Lunes
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Abril,Abril
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,siyam,siyam
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Anak Na Lalaki,Bata Nga Babaye
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Kuya,Manong
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Maligayang Kaarawan,Masadya nga Kaadlawan
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Saan ka nakatira,Diin ka ga puyo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Disyembre,Disyembre
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Kasal,Kasal
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,labing walo,labing walo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Ano ang pangalan mo,Ang imo ngalan
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,sampu,sampu
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,J,J
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Saan ka papunta,Diin ka makadto
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Enero,Enero
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,gulat,kibot
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Kita tayo,Kit-anayta
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,labing apat,labing apat
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,V,V
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Magandang umaga,Maayong aga
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,labing anim,labing anim
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Huwebes,Huwebes
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,anim,anim
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,I,I
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,W,W
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Pebrero,Pebrero
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Asawang Babae,Asawa
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,apatnapu,apatnapu
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,kaba,kulbaan
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Ang pangalan ko,Ang ngalan ko
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,hiya,huya
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Masayang makikila ka,Nalipay ako nga nakilala ka
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Salamat,Salamat
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,E,E
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Tinedyer,Pamatan-On
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Bakit,Nga-a
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,tatlo,tatlo
Tagalog-Hiligaynon,train,Filipino,Hiligaynon,Anak Na Babae,Bata Nga Lalaki
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,labing dalawa,labing dalawa
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,Walang problema,La Palaktakon
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,Lolo,Lolo
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,Nagmula ako,Halin ako
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,Saan,Diin
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,Maligayang Anibersaryo,Masadya nga Anibersaryo
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,inis,suya
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,Hindi ko gusto,Indi ko gusto
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,Oo,Huo
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,NG,NG
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,Mabuti naman ako,Ayo man ako
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,Oktubre,Oktubre
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,Maligayang Bagong Taon,Masadya nga Bag-ong Tuig
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,walumpu,walumpu
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,Nanay,Nanay
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,pitumpu,pitumpu
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,Gusto kita,Giusto ko ikaw
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,tatlumpu,tatlumpu
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,siyamnapu,siyamnapu
Tagalog-Hiligaynon,test,Filipino,Hiligaynon,Biyernes,Biyernes
Tagalog-Kapampangan,train,Filipino,Kapampangan,Maligayang Bagong Taon,Masayang Bayung Banwa
Tagalog-Kapampangan,train,Filipino,Kapampangan,Kita tayo,Mikit kata
Tagalog-Kapampangan,train,Filipino,Kapampangan,Hello,Hello
Tagalog-Kapampangan,train,Filipino,Kapampangan,Q,Q
Tagalog-Kapampangan,train,Filipino,Kapampangan,labing dalawa,apulu at adwa
Tagalog-Kapampangan,train,Filipino,Kapampangan,malungkot,malungkut
Tagalog-Kapampangan,train,Filipino,Kapampangan,Sabado,Sabadu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Agusto,Agosto
Tagalog-Kapampangan,train,Filipino,Kapampangan,labing anim,apulu at anam
Tagalog-Kapampangan,train,Filipino,Kapampangan,tampo,tampu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Hulyo,Hulyu
Tagalog-Kapampangan,train,Filipino,Kapampangan,takot,takut
Tagalog-Kapampangan,train,Filipino,Kapampangan,Y,Y
Tagalog-Kapampangan,train,Filipino,Kapampangan,Sanggol,Bingut
Tagalog-Kapampangan,train,Filipino,Kapampangan,Ilan,Pilang
Tagalog-Kapampangan,train,Filipino,Kapampangan,Nobyo,Tawu
Tagalog-Kapampangan,train,Filipino,Kapampangan,pitumpu,pitu a pulu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Kuya,Koya
Tagalog-Kapampangan,train,Filipino,Kapampangan,antok,mitutundu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Ingat,Mimingat
Tagalog-Kapampangan,train,Filipino,Kapampangan,may sakit,masakit
Tagalog-Kapampangan,train,Filipino,Kapampangan,uhaw,kawa
Tagalog-Kapampangan,train,Filipino,Kapampangan,isa,metung
Tagalog-Kapampangan,train,Filipino,Kapampangan,Nakatira ako sa,Manuknangan ku
Tagalog-Kapampangan,train,Filipino,Kapampangan,walo,walu
Tagalog-Kapampangan,train,Filipino,Kapampangan,O,O
Tagalog-Kapampangan,train,Filipino,Kapampangan,Masama ang pakiramdam ko,Marok ku panamdaman
Tagalog-Kapampangan,train,Filipino,Kapampangan,Lolo,Ingkung
Tagalog-Kapampangan,train,Filipino,Kapampangan,Miyerkules,Miyerkules
Tagalog-Kapampangan,train,Filipino,Kapampangan,hiya,miskaming
Tagalog-Kapampangan,train,Filipino,Kapampangan,Nobyembre,Nobyembre
Tagalog-Kapampangan,train,Filipino,Kapampangan,ekspresyon,pamanyambut
Tagalog-Kapampangan,train,Filipino,Kapampangan,emosyon,pamamugse
Tagalog-Kapampangan,train,Filipino,Kapampangan,Apo,Apu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Maligayang Kaarawan,Masayang Kebaitan
Tagalog-Kapampangan,train,Filipino,Kapampangan,isang daan,metung a dalan
Tagalog-Kapampangan,train,Filipino,Kapampangan,V,V
Tagalog-Kapampangan,train,Filipino,Kapampangan,limampu,lima a pulu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Tinedyer,Kaynakan
Tagalog-Kapampangan,train,Filipino,Kapampangan,Biyernes,Biyernes
Tagalog-Kapampangan,train,Filipino,Kapampangan,Hindi,Ali
Tagalog-Kapampangan,train,Filipino,Kapampangan,ipinagmamalaki,pagmaragul
Tagalog-Kapampangan,train,Filipino,Kapampangan,A,A
Tagalog-Kapampangan,train,Filipino,Kapampangan,bagot,maynip
Tagalog-Kapampangan,train,Filipino,Kapampangan,Magulang,Pengari
Tagalog-Kapampangan,train,Filipino,Kapampangan,Kumusta ka,Komusta ka
Tagalog-Kapampangan,train,Filipino,Kapampangan,Asawang Lalaki,Asawang Lalaki
Tagalog-Kapampangan,train,Filipino,Kapampangan,nalilito,mangalituan
Tagalog-Kapampangan,train,Filipino,Kapampangan,sampu,apulu
Tagalog-Kapampangan,train,Filipino,Kapampangan,apat,apat
Tagalog-Kapampangan,train,Filipino,Kapampangan,Lola,Impo
Tagalog-Kapampangan,train,Filipino,Kapampangan,B,B
Tagalog-Kapampangan,train,Filipino,Kapampangan,T,T
Tagalog-Kapampangan,train,Filipino,Kapampangan,Ayos,Ayus
Tagalog-Kapampangan,train,Filipino,Kapampangan,Tulongan ako,Kailangan ku ing saup
Tagalog-Kapampangan,train,Filipino,Kapampangan,siyamnapu,siyam a pulu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Marso,Marso
Tagalog-Kapampangan,train,Filipino,Kapampangan,M,M
Tagalog-Kapampangan,train,Filipino,Kapampangan,walumpu,walu a pulu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Tita,Dara
Tagalog-Kapampangan,train,Filipino,Kapampangan,Mga Bata,Deng Anak
Tagalog-Kapampangan,train,Filipino,Kapampangan,Kasintahan,Tawu
Tagalog-Kapampangan,train,Filipino,Kapampangan,Siguro,Malyari
Tagalog-Kapampangan,train,Filipino,Kapampangan,N,N
Tagalog-Kapampangan,train,Filipino,Kapampangan,gigil,gigil
Tagalog-Kapampangan,train,Filipino,Kapampangan,Naiintindihan ko,Ayntindyan ku
Tagalog-Kapampangan,train,Filipino,Kapampangan,pagmamahal,lugud
Tagalog-Kapampangan,train,Filipino,Kapampangan,Mayo,Mayo
Tagalog-Kapampangan,train,Filipino,Kapampangan,labing walo,apulu at walu
