source_text,target_text,language_pair,split,source_lang,target_lang,data_source
"inalagaan, iningatan","ginmangnuan, gin-ataman",,train,tgl,war,conversational
Alamin ang iyong mga prayoridad: Magdesisyon kung ano ang pinakamahalaga at kailangan mong gawin sa bawat araw.,Hibaroi an imo mga prayoridad: Pagdesisyon kon ano nga mga buruhaton an pinakaimportante ngan kinahanglan unahon kada adlaw.,war-tgl,test,tgl,war,alpaca
"Magandang gabi, patawarin ninyo ako kung nakaistorbo ako sa inyong pagkain.","Maupay nga gab-i, pasayloa ako kon nakaistorbo ako han iyo pangaon.",war-tgl,train,tgl,war,alpaca
"at kaya, natapos ko ang kuwento sa sir cedric, isang matamis na kabayo.","ngan sugad, natapos an istorya ni sir cedric, an maisog nga kabalyero.",war-tgl,train,tgl,war,alpaca
naubos agad ang baterya ng aking selpon kaya kailangan ko itong i-charge buong gabi.,naubos dayon an baterya han akon selpon sanglit kinahanglan ko ini i-charge bug-os nga gab-i.,,train,tgl,war,conversational
"Ang isa ay magsuot ng pag-ibig at kabutihan, .","Usa nga huring hin gugma ngan pagkabuotan, .",war-tgl,train,tgl,war,alpaca
May ulam pa ba?,Mayda pa sud-an?,war-tgl,train,tgl,war,alpaca
Ang liwani ay isang italiko na salita na hindi isang salita na may katulad na kahulugan,Liwani an italiko nga pulong hin iba nga pulong nga pariho an kahulogan,war-tgl,train,tgl,war,alpaca
"Paggamit ng mga bagong anyo ng komunikasyon: Ang mga teknolohiya ng NLP ay ginagamit upang maunawaan at gamutin ang mga di-verbal na anyo ng komunikasyon, tulad ng mga kamay at ekspresyon ng mukha.","Pag-usisa hin bag-o nga mga porma hin komunikasyon: Ginhihimo liwat an mga teknolohiya han NLP basi masabtan ngan mabaton an diri-berbal nga mga porma hin komunikasyon, sugad han mga kiwa ngan mga ekspresyon han nawong.",war-tgl,train,tgl,war,alpaca
G-indulong han kartero an envelope.,Gindul-ong han kartero an sobre.,war-tgl,train,tgl,war,alpaca
At huwag ninyong ilagay sa mga tinapay ang mga tinapay na may tinapay na walang laman.,Bahina hin patas an minasa ha mga gin-andam nga kawali han cake.,war-tgl,val,tgl,war,alpaca
Isang sandali na hindi niya malilimutan - hindi niya inaasahan na matandaan ang kanyang dedikasyon at pagkomitmen sa kanyang mga pasyente.,Usa adto nga takna nga diri niya hingangalimtan - an diri ginlalaoman nga pagkilala han iya dedikasyon ngan pagkomiter ha iya mga pasyente.,war-tgl,train,tgl,war,alpaca
saan ka dapit,hain ka dapit,,train,tgl,war,conversational
"ang daan ay mahaba at mapanganib, ngunit habang naglalakbay, siya ay nagsisimula na malaman ang higit pa tungkol sa kanyang sarili at sa kanyang mga kakayahan.","hilaba ngan peligroso an dalan, kondi samtang nagbibiyahe hiya, nagtikang hiya makasabot hin dugang mahitungod ha iya kalugaringon ngan ha iya mga gahum.",war-tgl,train,tgl,war,alpaca
Nalaman Ko Sa Balita Na Maraming Klase Ng Isda Ang Namamatay Dahil Sa Mga Nakalalasong Dumi Sa Dagat.,Nabaruan Ko Ha Balita Nga Damo Nga Klase Hin Isda An Namamatay Tungod Han Mga Makahihilo Nga Hugaw Ha Dagat.,,val,tgl,war,conversational
magbigay ng ilang mga tip para sa pagsulat ng isang hindi pa nasimulan na essay.,paghatag hin pipira nga mga tip ha pagsurat hin nakakakombinse nga essay.,war-tgl,train,tgl,war,alpaca
Ang mga salitang hindi gaanong nauugnay sa titik na 'p' ay hindi gaanong nauugnay sa salita.,Pag-awit hin pag-ipit hin dila mahitungod han letra nga 'p'.,war-tgl,train,tgl,war,alpaca
Mahilig ako kumon sa mga sorbetes.,Mahilig ako kumaon hin sorbetes.,war-tgl,test,tgl,war,alpaca
Magsimula sa pamamagitan ng paglikha ng mga mina,Tikangi pinaagi han paghimo han minasa,war-tgl,val,tgl,war,alpaca
Paghahambing ng klima sa dalawang rehiyon ng US (halimbawa:,Ikumpara an klima han duha nga rehiyon ha US (e.g.,war-tgl,train,tgl,war,alpaca
"Kaya, ito ay mahusay para sa personal at propesyonal na paggamit, dahil maaari mong i-set ang iyong system sa paraan na pinakamahusay para sa iyo.","Tungod hini, maopay gud ito para ha personal ngan propesyonal nga paggamit, tungod kay mahimo mo ibutang an imo sistema ha paagi nga pinakamaopay para ha imo.",war-tgl,train,tgl,war,alpaca
1/2 tsikong tsikong per sili ng pulbos,1/2 ka kutsarita nga sili nga pulbos,war-tgl,train,tgl,war,alpaca
Ang tubig mula sa pag-iis ng yelo ay umaagos sa karagatan at tumutulong sa pagtaas ng antas ng dagat.,An tubig tikang ha natunaw nga yelo naagos ngadto ha kadagatan ngan nakakaamot ha pag-uswag han lebel han dagat.,war-tgl,train,tgl,war,alpaca
Gumawa ng isang listahan ng mga numero na bahaging pareho sa 2 at 5.,Paghimo hin lista hin mga numero nga mabahin ha pareho nga 2 ngan 5.,war-tgl,train,tgl,war,alpaca
Gusto kong makipag-usap sa kanya ngunit mukhang matindi ang kanyang kaabalahan sa kompyuter ngayon,Karuyag ko makig-istorya ha iya kundi baga hin duro an iya ka-busy ha kompyuter yana,,train,tgl,war,conversational
Mag-isip ng higit pa: Ang pag-uusap tungkol sa iyong mga isip ay makakatulong din sa iyong pag-unlad ng iyong tiwala sa sarili.,Dugang nga Kompyansa: An pagyakan han imo hunahuna makakabulig liwat nga madugangan an imo kompyansa ha kalugaringon.,war-tgl,val,tgl,war,alpaca
Ang paggamit ng online poll o survey sa panahon ng pulong ay maaaring maging mabisang paraan upang makakuha ng feedback o gumawa ng mas malaking desisyon,An paggamit hin online poll o survey durante han katitirok mahimo liwat magin epektibo nga paagi ha pagtirok hin mga feedback o paghimo hin madagmit nga mga desisyon,war-tgl,train,tgl,war,alpaca
Kahuna ko ikaw an akon forever love .,"Tulay:
Kahuna ko ikaw an akon forever love .",war-tgl,train,tgl,war,alpaca
paggawa ng maikling pantasya batay sa mga ibinigay na karakter.,paghimo hin halipot nga fiksyon nga nakabase ha mga iginhatag nga mga karakter.,war-tgl,train,tgl,war,alpaca
Ang mga aranjita ay umuusbong sa subtropical na klima at ang ilan ay may mga pag-aalaga sa buong taon.,An mga aranghita natubo ha subtropical nga klima ngan gin-aani ha bug-os nga tuig.,war-tgl,train,tgl,war,alpaca
"Dagdag pa, ipinakikita ng pag-aaral na ang mga GAN na pinag-aralan ay may kakayahang gumawa ng mga de-kalidad na larawan, kahit na ang mga deskripsiyon ng teksto ay medyo simple.","Dugang pa, ini nga pag-aram nagpapakita nga an mga GAN nga ginbansay na anay may kapas ha paghimo hin de-kalidad nga mga ladawan, bisan kon medyo simple an mga paghulagway han teksto.",war-tgl,train,tgl,war,alpaca
Ito ang pangunahing prinsipyo ng pag-aaral ng makina: gumagamit ito ng mga algorithm na nagpapahintulot sa isang computer na gumawa ng mga bagay at relasyon sa mga data na ibinibigay nito.,Amo ini an panguna nga prinsipyo han pag-aram han makina: nagamit ini hin mga algorithm nga nagtutugot hin kompyuter nga makahimo hin mga surubdan ngan mga relasyon ha sulod han mga datos nga iginhatag hini.,war-tgl,train,tgl,war,alpaca
I-adjust ang mga paa na nakakatugma sa mga paa upang matiyak na ang marig-on at ang mesa ay nakakatugma.,I-adjust an mga tiil nga nagpapatag ha mga bitiis basi masiguro nga marig-on ngan patag an lamesa.,war-tgl,train,tgl,war,alpaca
Tinawagan niya ang kanyang asawa upang ipaalam na hindi siya makakauwi nang maaga ngayong gabi,Gintawagan niya an iya asawa basi ipahibaro nga diri hiya makakauli hin sayo yana nga gab-i,,train,tgl,war,conversational
Makakatulong ito upang madagdagan ang bilis at kahusayan sa pagkuha ng mga pasyente para sa mga klinikal na pagsubok,Makakabulig ini nga madugangan an kalaksi ngan kahusayan han pagkuha hin mga pasyente para han mga pag-eksamin ha klinika,war-tgl,train,tgl,war,alpaca
Pag-aalis ng enerhiya at pag-aalis ng pag-iisip.,Pag-iban han enerhiya ngan pagluya han pag-andar han panhunahuna.,war-tgl,train,tgl,war,alpaca
Huwag gumawa ng isang kaso ng paggamit para sa isang chatbot na pinapatakbo ng AI,Paghimo hin kaso hin paggamit para hin chatbot nga ginduduso han AI,war-tgl,train,tgl,war,alpaca
Maganda raw ang mga ilaw at tanawin doon kapag madilim na kaya marami ang bumibisita.,Mahusay daw an mga suga ngan talan-awon didto kon madulom na sanglit damo an nabisita.,,train,tgl,war,conversational
I-bag-oha ang mga tudling sa nakaraan at ang perpektong panahon.,Bag-oha an mga tudling ngadto ha naglabay nga perpekto nga panahon.,war-tgl,test,tgl,war,alpaca
Kinakailangan ang matinding pag-aaral kung nais mong makapasa sa pagsusulit para maging isang inhinyero,Ginkikinahanglan an duro nga pag-aram kon karuyag mo makapasar ha pasulit para magin usa nga enhinyero,,train,tgl,war,conversational
Mainit ngayong araw,Mapaso yana nga-adlaw,war-tgl,val,tgl,war,alpaca
Ang mga tao ay hindi nag-aalis ng mga telepono at walang positibong karanasan sa mga ito.,Bag-o la nga pumalit an suki han telepono ngan nagkaada hin positibo nga eksperyensya hini.,war-tgl,train,tgl,war,alpaca
"ang reaksyon ay gumagawa ng mga bulong ng carbon dioxide gas, na maaaring maging sanhi ng mga fizz at foam ng mga bagay.","an reaksyon naghihimo hin mga bula han carbon dioxide gas, nga mahimo magin hinungdan nga mag-fizz ngan mag-foam an ginhalo.",war-tgl,train,tgl,war,alpaca
Pinasasalamatan ko ang lahat ng tumulong sa amin noong mga mahihirap na panahon.,Ginpapasalamatan ko an ngatanan nga binmulig ha amon durante han mga makuri nga panahon.,,train,tgl,war,conversational
Kinakailangan ang wastong pagtulog at pag-inom ng tubig upang maiwasan ang pagod.,Ginkikinahanglan an husto nga pagkaturog ngan pag-inom hin tubig basi malikyan an kakapoy.,,train,tgl,war,conversational
Pagpiyong: An Gahum ng Pag-iisip na Walang Pag-iisip ni Malcolm Gladwell .,Pagpiyong: An Gahum han Paghunahuna nga Waray Paghunahuna ni Malcolm Gladwell .,war-tgl,train,tgl,war,alpaca
Gusto Kong Mag-Isa Muna Upang Makapagnilay Sa Aking Mga Problema Sa Pamilya.,Karuyag Ko Mag-Usaan Anay Basi Makapamalandong Han Akon Mga Problema Ha Pamilya.,,train,tgl,war,conversational
"Ang konsepto ng net neutrality ay itinuturing na isang mahalagang aspeto ng bukas at demokratikong internet, na nagpapag-iingat sa kalayaan sa pagsasalita at pag-uusap at pag-uusap.","An konsepto han net neutrality in nakikita komo usa nga importante nga aspeto hin abrido ngan demokratiko nga internet, nga nagpapanalipod hin libre nga pagyakan ngan pagpadukwag hin kabag-ohan.",war-tgl,test,tgl,war,alpaca
Pagkakatao ng Epekto sa Kalusugan: Ang mga plant-based na pagkain ay may mas malaking epekto sa kapaligiran kaysa sa mga karne-based na pagkain.,Pag-iban han Epekto ha Kalibungan: An mga pagkaon nga nakabase ha tanom in mas hamubo an epekto ha kalibungan kaysa han mga pagkaon nga nakabase ha karne.,war-tgl,train,tgl,war,alpaca
kinakailangan ang wastong pag-ehersisyo at pag-inom ng tubig upang maiwasan ang sakit sa bato.,ginkikinahanglan an husto nga pag-ehersisyo ngan pag-inom hin tubig basi malikyan an sakit ha bato.,,val,tgl,war,conversational
Kami ay magiging kapaki-pakinabang sa iyo upang magbigay ng karagdagang impormasyon at pag-aayos ng mga pakete.,Malipayon kami paghatag hin dugang nga impormasyon ngan pagbaton han iyo mga pakiana.,war-tgl,val,tgl,war,alpaca
Isulat ang ibinigay na talaan para sa pag-uulit ng mga salita.,Isurat utro an iginhatag nga tudling basi malikyan an pag-utro han mga pulong .,war-tgl,train,tgl,war,alpaca
sinubukan kong tawagan ang aking nanay ngunit hindi siya sumasagot sa telepono,ginsubukan ko tawagan an akon nanay kundi diri hiya nabaton ha telepono,,train,tgl,war,conversational
Pinaalalahanan Ako Ng Nars Na Palaging Maghugas Ng Kamay Bago Kumain Upang Maiwasan Ang Mga Mikrobyo.,Ginpahinumdoman Ako Han Nars Nga Pirme Manghugas Hin Kamot San-O Kumaon Basi Malikyan An Mga Kagaw.,,train,tgl,war,conversational
Gumawa ng isang password na may 8 karakter.,Paghimo hin password nga 8 nga mga karakter.,war-tgl,train,tgl,war,alpaca
hinihikayat kita na dumalo sa aming reunion upang makita mo ang ating mga kaklase.,gin-aaghat ko ikaw nga umatendir han amon reunion basi makita mo an aton mga klasmeyt.,,val,tgl,war,conversational
Isulat ang listahan ng mga bagay na kailangan mong gawin.,Pagsurat hin lista han mga buruhaton nga kinahanglan mo unta buhaton.,war-tgl,train,tgl,war,alpaca
"Ito ay nag-iwasan ng oras ng paghihintay, pinahusay ang karanasan ng customer sa tindahan, at nagbigay sa Starbucks ng isang bilyon na data upang masubaybayan ang mga kagustuhan ng customer.","Ini in nakaiban han oras han paghulat, nagpaupay han eksperyensya han mga kustomer ha tindahan, ngan naghatag han Starbucks hin birilhon nga mga datos para masubaybayan an mga karuyag han mga kustomer.",war-tgl,train,tgl,war,alpaca
ang entablado ay inilagay sa harangdon ng hall ng palasyo ni haring midas.,an entablado iginbutang ha harangdon nga hall han palasyo ni hadi midas.,war-tgl,train,tgl,war,alpaca
Ipinagbawal ng doktor na kumain ako ng matatamis dahil tumataas ang aking asukal sa dugo.,Ginbawal han doktor nga kumaon ako hin matam-is kay nahitaas an akon asukar ha dugo.,war-tgl,train,tgl,war,alpaca
Ang mga ito ay may mga magnet o higot upang makagawa ng isang simpleng kompas,Pagdukot hini ha magnet o higot para makahimo hin simple nga kompas,war-tgl,train,tgl,war,alpaca
Uuwi na ako sa aming bahay dahil gabi na at baka hinahanap na ako.,Mauli na ako ha amon balay kay gab-i na ngan bangin ginpipinamiling na ako.,,train,tgl,war,conversational
Mayroong mga posibleng badyet para sa isang pantay-pantay na piknik para sa mga 50 katao: 1.,"Adi an posible nga badyet para hin piknik ha katpaso para hin 50 ka tawo:

1.",war-tgl,train,tgl,war,alpaca
Piliin ang susunod na elemento (8) at ihambing ito sa susunod na elemento (4).,Balhin ha sunod nga elemento (8) ngan itanding ini ha sunod nga elemento (4).,war-tgl,val,tgl,war,alpaca
"At saka siya nagsimulang mag-adventure ng buong buhay, naglalakbay sa kalawakan at nakaranas ng mga bagay na hindi-nakapag-iisa at hindi-nakapag-iisa","Ngan salit nagtikang hiya ha adbentura han bug-os nga kinabuhi, nagbibiyahe ha kosmos ngan naeksperyensyahan an mga butang nga gin-iinop la han kadam-an nga tawo",war-tgl,train,tgl,war,alpaca
"Ang Pula ay mga kunino, Ang Asul ay mga ibon, Ang Verde ay mga gorila, Ang Dulaw ay mga yak.","Pula nga mga kuneho, Asul nga mga tamsi, Berde nga gorilla, Dulaw nga mga yak.",war-tgl,train,tgl,war,alpaca
Pag-aralan ang mga sumusunod na mga hakbang at sumulat ng mga bagay na nasa itaas.,Analisaha an siday ha ubos ngan sumati ako kun ano an ginhihisgotan hini.,war-tgl,train,tgl,war,alpaca
Dinala niya ang kanyang alagang aso sa beterinaryo dahil hindi ito kumakain simula pa kahapon,Gindara niya an iya alaga nga ayam ha beterinaryo kay diri ini nakaon tikang pa kakulop,war-tgl,train,tgl,war,alpaca
"At kung hindi, hindi mo na ako sasapitin.",Karuyag ko unta magpaangbit ha iyo hin makalilipay nga balita.,war-tgl,train,tgl,war,alpaca
Patuloy tayong magtiwala sa Diyos para sa ating ligtas at masayang kinabukasan,Padayon kita nga magsarig ha Ginoo para han aton talwas ngan malipayon nga kabubuwason,,train,tgl,war,conversational
Ang pinakamahalagang bagay dito ay ang obserbasyon.,Makaruruyag gud ito nga obserbasyon.,war-tgl,train,tgl,war,alpaca
Pagpili ng maraming mga magdudumara na gusto mo.,Pagpili hin magdudumara nga unahon.,war-tgl,train,tgl,war,alpaca
"Ang kanyang mga abogado ay puros mahugot, ang kanyang mga rashguard ay medyo mahugot, .","An iya mga laway puros mahugot, an iya mga rashguard medyo mahugot, .",war-tgl,train,tgl,war,alpaca
"Ang mga pangunahing bahagi ng algorithm ay ang pag-aakala ng mga halaga ng pagsusuporta sa validity, ng pagkakakilanlan, ng radius sa positibong bilang, at ng normal na vector sa mga vector.","Tigamni nga ini nga algorithm in nag-aasume nga an mga kantidad han pagsulod in balido, karuyag sidngon, an radius in positibo nga numero, ngan an normal nga vektor in diri sero nga bektor.",war-tgl,train,tgl,war,alpaca
Isa ako sa mga guro na mahusay na guro.,Usa ako nga magturutdo nga mahilig magtutdo.,war-tgl,train,tgl,war,alpaca
"Sumati, ano ang sinasabi mo, kung saan tayo nag-aalaga ng aming bandila na may mappahitas-on at malayang, Saan tayo nag-aalaga ng ating bandila na may kalayaan at malayang?","Sumati ako, nag-uuyag pa ba an aton bandera nga mapahitas-on ngan libre, 
Ha bawbaw han aton tuna han kagawasan ngan kaisog?",war-tgl,train,tgl,war,alpaca
"Pahaluagon an masunod ng tudling: ""Maulaw si Robert"".","Pahaluagon an masunod nga tudling: ""Maulaw hi Robert"".",war-tgl,train,tgl,war,alpaca
mas madaling maunawaan ang kumplikadong mga detalye ng isyu sa pamamagitan ng pagbibigay ng impormasyon.,mas nasasabtan an komplikado nga mga detalye han isyu ha bulig han bag-o nga impormasyon.,war-tgl,train,tgl,war,alpaca
pinuri ng kumpanya ang kanyang malaking kontribusyon sa pagpapalaki ng kanilang benta noong nakaraang buwan.,gindayaw han kumpanya an iya dako nga kontribusyon ha pagpadako han ira halin han nakalabay nga bulan.,,train,tgl,war,conversational
"Paglagay ng madakmol at manipis, hirayo at haluag, .","Pinaagi han madakmol ngan manipis, hirayo ngan haluag, .",war-tgl,train,tgl,war,alpaca
"Ginagawa ito sa pamamagitan ng paggawa ng mga pag-aaral tungkol sa pag-update ng data, at pagkatapos ay pag-iisipin ang mga parameter ng pag-update mula sa mga data ng pag-update","Ginhihimo ini pinaagi hin paghimo hin mga pangagpas mahitungod han pag-apod-apod han mga datos, ngan katapos pagbanabana han mga parameter han pag-apod-apod tikang han mga datos han paghag-id",war-tgl,train,tgl,war,alpaca
"Isang simponya ng pagkita ng kalikasan, (B)","Usa nga simponya han pagkita han kinaiya, (B)",war-tgl,train,tgl,war,alpaca
Saan na ang asawa mong babae?,Hain na an imo asawa?,,train,tgl,war,conversational
inimbitahan niya kaming kumain sa kanilang bahay dahil mayroon silang handaan,gindapit niya kami nga kumaon ha ira balay kay mayda hira handaan,,train,tgl,war,conversational
"Sa kabila ng mga amending na ito, ang anumang pag-aabuso o pag-aabuso ng pamahalaan ay dapat na batay sa probable cause at dapat na suportado ng warrant.","Ha ilarum hini nga pag-amyenda, an bisan ano nga pag-usisa o pag-agaw han gobyerno in kinahanglan igbasar ha probable cause ngan kinahanglan suportahan hin warrant.",war-tgl,train,tgl,war,alpaca
"dahil sa kapuri-puri, siya'y nagsalita sa hayop, at ang hayop ay hindi nagsalita.","tungod kay maawod, dinaop hiya ha hayop, ngan nahipausa hiya nga nagyakan ito.",war-tgl,train,tgl,war,alpaca
Mag-set up ng isang social media strategy upang makahanap ng mga sumusunod sa Twitter.,Paghimo hin estratehiya ha social media para makadani hin mga sumurunod ha Twitter.,war-tgl,train,tgl,war,alpaca
"Greenpeace - Isang organisasyon na gumagamit ng mga paggios, lobby, at pag-aaral upang makaabot sa kanilang mga bansa at protektahan ang kalikasan at pag-unlad ng kapayapaan.","Greenpeace - Usa nga organisasyon nga nagamit hin direkta nga paggios, pag-lobby, ngan pag-aram para makab-ot an ira mga panuyo nga maprotektahan an kalibungan ngan pagpadukwag han kamurayawan.",war-tgl,train,tgl,war,alpaca
"Si Mario ang pangunahing karakter sa prangkisa ng Mario, at si Luigi ang kanyang kapatid.","Hi Mario an panguna nga karakter ha prangkisa han Mario, ngan hi Luigi an iya bugto.",war-tgl,train,tgl,war,alpaca
Magkano ang balot?,Pira an pusta?,,train,tgl,war,conversational
"Sa pangkalahatan, ang mga alon ay ang pagtaas at pag-aubos ng antas ng dagat dahil sa mga impluwensya ng gravity ng Araw at Buwan, at ang pag-ikot ng Kalibutan.","Ha kabug-usan, an mga tide amo an pagsaka ngan pag-ubos han lebel han dagat tungod han mga impluwensya han grabidad han Adlaw ngan Bulan, ngan han pagtuyok han Kalibutan.",war-tgl,val,tgl,war,alpaca
"Sa pangkalahatan, ang mga mag-aaral ay dapat malaman na posible na mag-isip kapag binabasa ang artikulo at gumawa ng kanilang sariling mga konklusyon batay sa maraming mga impormasyon.","Ha kabug-osan, an mga magbarasa sadang mahibaro hini nga posible nga pagpihig kon ginbabasa an artikulo ngan maghimo han ira kalugaringon nga mga konklusyon basado ha damu nga surok.",war-tgl,train,tgl,war,alpaca
I-edit at i-edit ang ibinigay na mga salita upang matiyak na ang mga salita ay may parehong kahulugan.,I-edit ngan pauswaga an iginhatag nga tudling pagsiguro nga imo gintitipigan an pareho nga kahulogan.,war-tgl,train,tgl,war,alpaca
"takot ang mga taga-baryo, at walang nakakaalam kung ano ang gagawin.","nahadlok an mga taga-baryo, ngan waray maaram kon ano an bubuhaton.",war-tgl,val,tgl,war,alpaca
natuwa kami nang malaman na makakauwi na ang aking lola mula sa ospital,nalipay kami han mabaruan nga makakauli na an akon lola tikang ha ospital,,train,tgl,war,conversational
"Dahil sa aming karanasan, wala kaming anumang pag-asa sa pag-aayos ng aming pagde-deliber, na naging dahilan kung bakit kami ay hindi na-delay sa aming iskedyul.","Bag-o la nga nakaeksperyensya kami hin diri ginlalaoman nga paglangan han amon pagdeliber, nga nagin hinungdan nga naatrasado kami ha amon eskedyol.",war-tgl,train,tgl,war,alpaca
Hindi na lang ako masaya.,Haros ha kahimtang han kalipay.,war-tgl,train,tgl,war,alpaca
Pag-print ng code na maaaring mag-print ng isang listahan ng mga numero mula 1 hanggang 10.,Paggawas hin kodigo nga mag-iimprinta hin lista nga mayda mga numero tikang ha 1 ngadto ha 10.,war-tgl,train,tgl,war,alpaca
Kaso: Ang isang batang babae na si Marian ay hindi alam na ang isang babae ay maaaring magtagumpay sa kanyang mga pangarap kung susundin niya ang mga tagubilin nito.,Scenario: Usa nga batan-on nga babaye nga hi Marian an gindaop hin diri niya kilala nga ginsidngan hiya nga matutuman niya an iya mga inop kon susundon niya an iya mga instruksyon.,war-tgl,val,tgl,war,alpaca
"ito ay isa sa mga pinakatanyag na akda ni frost, at kadalasang isinasaalang-alang bilang isang pahayag ng pagiging indibiduwal at pagpili ng sariling landas sa buhay.","usa ini han mga pinakasikat nga mga obra ni frost, ngan agsob ini ighinterpretar nga usa nga pagpahayag han pagkaindibidwal ngan pagpili hin kalugaringon nga dalan ha kinabuhi.",war-tgl,train,tgl,war,alpaca
hiniling sa amin na dumalo sa pagpupulong tungkol sa kalinisan sa baryo na gaganapin sa plasa bukas,ginhangyo kami nga umatendir han pag-inistoryahay mahiunong han kalimpyo ha baryo nga pagbubuhaton ha plasa buwas,,train,tgl,war,conversational
I-klik ang gusto mo upang magdagdag ng isang footnote.,I-klik an karuyag mo igdugang an footnote.,war-tgl,train,tgl,war,alpaca
Ang isang acronym para sa isang kumpanya ng software na tinatawag na SaaS (Software as a Service).,An usa nga akronim para hin usa nga kompanya hin software in pwede magin SaaS (Software komo Serbisyo).,war-tgl,train,tgl,war,alpaca
"Ang mga pabo ay may mga abukado at putos: Hiwa ay may mga abukado, litsugas, tomatis, at bukas ay may mga bug-os at trigo at putos.","Pabo nga Abukado nga Putos: Hiwa nga pabo, abukado, litsugas, kamatis, ug keso sa bug-os nga trigo nga putos.",war-tgl,train,tgl,war,alpaca
"Bukod dito, ang paglipat sa de-kuryente na mga sasakyan ay maaaring maglaro ng isang malaking papel sa pag-iwas sa carbon emissions.","Dugang pa, an pagbalhin ngadto ha de-koryente nga mga sarakyan in makakahimo gihapon hin dako nga papel ha pag-iban han pagbuga hin carbon.",war-tgl,train,tgl,war,alpaca
"Ang kanyang tinig ay isang nagpapahinga na tunog, na nagpapalabas ng mga tensiyon ng araw.","An iya tingog usa nga nakakarelaks nga salog, nga naghuhugas han mga tensyon han adlaw.",war-tgl,train,tgl,war,alpaca
Sinabihan Ko Na Siyang Huwag Nang Tumakbo Dahil Madulas Ang Sahig Sa Loob Ng Bahay.,Ginsidngan Ko Na Hiya Nga Ayaw Na Dumalagan Kay Madalunot An Salog Ha Sulod Han Balay.,,train,tgl,war,conversational
"Paglalaro ng sustentable na mga sasakyan: Paglalaro ng mga sasakyan, lakad, bisikleta, carpool o paggamit ng mga pampublikong sasakyan sa halip na magmaneho ng sasakyan","Gamit hin sustenable nga sarakyan: Kun mahihimo, lakat, magbisikleta, mag-carpool o gumamit hin pampubliko nga sarakyan imbes nga mag-usahan la magmaneho hin awto",war-tgl,train,tgl,war,alpaca
ang mga formata ay isang tudling para sa isang pakete.,pormata utro an tudling para usa ini nga pakiana.,war-tgl,val,tgl,war,alpaca
"London, United Kingdom 6.","Londres, Reino Unido
6.",war-tgl,train,tgl,war,alpaca
"Ibutang ang presko na may kailangan o silantro, kung gusto mo.","Ibutang an presko nga perehil o silantro, kun karuyag.",war-tgl,train,tgl,war,alpaca
"huwag kang matakot, nandito lang ako.","ayaw kahadlok, adi la ako.",,train,tgl,war,conversational
Paggawa ng mga Desisyon: Ang matatag na kakayahan sa paggawa ng mga desisyon ay nagpapahintulot sa isang lider na timbangin ang mga panganib at gumawa ng mga mapagkakatiwalaan at may-alam na mga pagpipilian,Pagdesisyon: An marig-on nga abilidad ha pagdesisyon nagtutugot ha usa nga lider nga timbangon an mga peligro ngan maghimo hin may kompyansa ngan may-ada kahibaro nga mga pagpili,war-tgl,train,tgl,war,alpaca
Mga Sandaling Pinagsaluhan Natin,Mga Takna Nga Aton Ginsaruan,,train,tgl,war,conversational
gusto niyang mamili ng bagong sapatos ngunit hindi pa sapat ang kanyang naipong pera sa loob ng alkansya,karuyag niya mamalit hin bag-o nga sapatos kundi diri pa igo an iya naipon nga kwarta ha sulod han alkansya,,val,tgl,war,conversational
Papel ng gawain Pasiuna: - Magsimula sa pamamagitan ng pagtatanong sa mga estudyante kung ano ang kanilang iniisip tungkol sa relihiyon at kung ano ang layunin nito,"Papel hin buruhaton

Pasiuna:
- Tikangi pinaagi hin pagpakiana ha mga estudyante kun ano an ira paghunahuna han relihiyon ngan kun ano an katuyoan hini",war-tgl,train,tgl,war,alpaca
r ang distansya sa pagitan ng mga sentro ng masa.,r an distansya ha butnga han mga sentro han mga masa.,war-tgl,train,tgl,war,alpaca
"Kung walang bukas na listahan ng mga kaibigan, isama ito.","Kun waray ha abrido nga listahan an amyaw, idugang ito.",war-tgl,train,tgl,war,alpaca
Malakas ang ulan kagabi kaya hindi kami nakalabas upang magsimba kasama ang aming mga lolo at lola.,Makusog an uran kagab-i sanglit waray kami makagawas basi magsimba kaupod an amon mga lolo ngan lola.,,train,tgl,war,conversational
Pirme hiya hiya nahiyom .,Pirme hiya nahiyom .,war-tgl,train,tgl,war,alpaca
Ang pribadong pag-uusap at karanasan ng isang chef sa bahay ay maaaring maging isang masarap na menu na may mga paboritong pagkain at sangkap sa iyong kapistahan,Pagbutang hin pribado nga eksperyensya hin chef ha balay nga mayda ginpahiuyon nga menu nga mayda mga paborito nga putahe ngan sangkap han imo kapadis,war-tgl,train,tgl,war,alpaca
"Napakainit Ng Panahon Ngayon, Pakiramdam Ko Ay Malulusaw Ako.","Kamapaso Han Panahon Yana, Inaabat Ko Nga Matutunaw Ako.",,train,tgl,war,conversational
Ang desisyon ay ginawa ng huling hukom at hindi na dapat na ibahin.,An desisyon nga ginhimo han hukom ultimo ngan diri na mababag-o.,war-tgl,train,tgl,war,alpaca
"Karagdagan pa, ang mga cloud service provider ay nagmamaneho ng mga infrastructure costs, lalo na ang mga gastos na may kinalaman sa pag-aayos, pag-unlad, at seguridad.","Dugang pa, an mga naghahatag hin serbisyo ha dampog nagdudumara han nagpapailarom nga imprastraktura, nga nag-iiban han mga gastos nga may kalabotan ha pagmintinar, pag-uswag, ngan seguridad.",war-tgl,train,tgl,war,alpaca
