source_text,target_text,language_pair,split,source_lang,target_lang
Paki-pasa naman ng toyo at asukal diyan sa likod mo pakiusap.,Paki-pasa man han toyo ngan asukar dida ha imo luyo palihug.,war-tgl,train,tgl,war
Matagal na siyang naghahanap ng ibang trabaho dahil hindi na sapat ang kanyang kinikita para sa pamilya.,Maiha na hiya nga namimiling hin iba nga trabaho kay diri na igo an iya kinikita para ha pamilya.,war-tgl,train,tgl,war
Hiniling ko sa kanya na ipadala ang file sa pamamagitan ng e-mail dahil hindi ko mabuksan diyan sa aking telepono.,Ginhangyo ko hiya nga ipadara an file pinaagi ha e-mail kay diri ko maabrihan dida ha akon telepono.,war-tgl,train,tgl,war
Mas mabuting magtanong ka sa nakatatanda kung hindi mo alam ang tamang direksyon.,Mas maupay nga magpakiana ka ha mas edaran kon diri ka maaram han husto nga direksyon.,war-tgl,train,tgl,war
Laking pasasalamat ko na nakadalo ako sa mahalagang pagtitipong ito ngayong araw.,Dako gud an akon pasalamat nga nakatambong ako hini nga importante nga pagtitipon yana nga adlaw.,war-tgl,train,tgl,war
Dinala niya ang buong pamilya niya sa plasa upang ipagdiwang ang Pasko kasama ang malaking Christmas tree roon.,Gindara niya an bug-os niya nga pamilya ha plasa basi igselebrar an Pasko kaupod an dako nga Christmas tree didto.,war-tgl,train,tgl,war
Naanyayahan ako sa kaarawan ng anak ng boss ko na gaganapin sa isang hotel sa Sabado.,Naimbitar ako ha kaadlawan han anak han akon boss nga gaganapon ha usa nga hotel sa Sabado.,war-tgl,train,tgl,war
"Maaga ka naman yatang nagising ngayon, mayroon ka bang pupuntahang mahalaga?","Sayo ka man gud minmata yana, mayda ka ba lalakton nga importante?",war-tgl,train,tgl,war
Maganda ang mga dekorasyon at mga ilaw sa plasa ngayon dahil paparating na ang araw ng Pasko.,Mahusay an mga dekorasyon ngan mga suga ha plasa yana kay tiarabot na an adlaw han Pasko.,war-tgl,train,tgl,war
Pwede ba akong makausap ka kahit limang minuto lang tungkol sa trabaho?,Pwede ba ako makaistorya ha imo bisan lima ka minutos la parti han trabaho?,war-tgl,train,tgl,war
Narinig ko sa balita na mayroon daw paparating na malakas na bagyo sa ating probinsya sa susunod na linggo.,Nabatian ko ha balita nga mayda daw tiarabot nga makusog nga bagyo ha aton probinsya ha masunod nga semana.,war-tgl,train,tgl,war
Sira itong gripo sa aming kusina kaya sige lang ang agos ng tubig kahit nakasara na ito.,Guba ini nga gripo ha amon kusina sanglit sige la iton agos han tubig bisan nakasarado na ini.,war-tgl,train,tgl,war
Bibili muna ako ng pandesal sa tindahan para sa ating almusal.,Mapalit la anay ako hin pandesal ha tindahan para ha aton pamahaw.,war-tgl,train,tgl,war
Maagang naiwan ang mga magsasaka sa bukid upang mag-ani ng palay bago pa abutan ng malakas na ulan.,Sayo nga nabilin an mga parag-uma ha bukid basi mag-ani han humay san-o pa abuton han makusog nga uran.,war-tgl,train,tgl,war
Pilit kong inaalala kung saan ko inilagay ang aking mga susi bago ako matulog kagabi.,Pirit ko nga ginhihinumdom kon hain ko ginbutang an akon mga lyabe san-o ako maturog kagab-i.,war-tgl,train,tgl,war
"Mabilis lang ito, babalik agad ako pagkatapos ng aking bibilhin sa tindahan sa likod ng kalsada.","Madagmit la ini, mabalik dayon ako kahuman han akon paliton ha tindahan ha luyo han karsada.",war-tgl,train,tgl,war
Wala talaga akong inasahan na siya ang tutulong sa akin sa oras ng aking malaking pangangailangan.,Waray gud ako magdahom nga hiya an mabulig ha akon ha oras han akon dako nga panginahanglan.,war-tgl,train,tgl,war
Matagal na siyang naghahanap ng trabaho kaya palagi siyang nalulungkot.,Maiha na hiya nga namimiling hin trabaho sanglit pirme hiya nasurubo.,war-tgl,train,tgl,war
Gusto niyang maghanap ng mas malapit na tinitirhan upang hindi masayang ang kanyang oras sa pagbiyahe papunta sa kanyang trabaho.,Karuyag niya mamiling hin mas harani nga inuukyan basi diri makarag an iya oras ha pagbyahe pakadto ha iya trabaho.,war-tgl,train,tgl,war
Nakakatuwa talagang pagmasdan ang mga batang naglalaro ng taguan sa plasa habang madilim-dilim na.,Makalilipay gud pagkit-on an mga bata nga nag-uuyag hin takpanay ha plasa samtang dulum-dulom na.,war-tgl,train,tgl,war
Puwede ba akong makautang ng bigas at de-lata dahil bukas pa darating ang aking hinihintay na sweldo?,Pwede ba ako makautang hin bugas ngan de-lata kay buwas pa maabot an akon ginhihinulat nga sweldo?,war-tgl,train,tgl,war
Pwede ba akong humingi ng isang basong mainit na tubig para sa aking kape bago ako magtrabaho?,Pwede ba ako makaaro hin usa ka baso nga mainit nga tubig para han akon kape san-o ako magtrabaho?,war-tgl,train,tgl,war
Nagkaroon ng kaunting gulo sa palengke dahil sa hindi pagkakaunawaan ng tindera at ng mamimili tungkol sa sukli.,Nagkaada hin gutiay nga kasamok ha palengke tungod han waray pagkakasabot han tindera ngan han mamamalit parti han sukli.,war-tgl,train,tgl,war
Hinihikayat kita na dumalo sa aming grand reunion upang makipagkita ka muli sa ating mga dating kaklase.,Gin-aaghat ko ikaw nga umatendir han amon grand reunion basi makigkita ka utro ha aton mga daan nga klasmeyt.,war-tgl,train,tgl,war
Nakarating na ako sa terminal at naghihintay na lang ako sa aking kaibigan na susundo sa akin dito.,Nakaabot na ako ha terminal ngan naghihinulat nala ako han akon sangkay nga masundo ha akon dinhi.,war-tgl,train,tgl,war
Gumawa sila ng malaking handaan upang ipagdiwang ang ikalimampung anibersaryo ng kasal ng kanilang mga magulang.,Naghimo hira hin dako nga handaan basi igselebrar an ika-kalim-an nga anibersaryo han kasal han ira mga kag-anak.,war-tgl,train,tgl,war
"Mag-ingat kayo palagi sa daan, lalo na kapag umuulan at madulas ang mga sementadong kalsada.","Pag-amping kamo pirme ha dalan, labi na kon nauuran ngan madalunot an mga sementado nga kalsada.",war-tgl,train,tgl,war
Inimbitahan niya akong kumain sa kanilang bahay dahil mayroon daw silang inihaw na isda.,Gindapit niya ako nga kumaon ha ira balay kay mayda daw hira ihaw nga isda.,war-tgl,train,tgl,war
Nagplano kaming sumama sa kanilang pamilya papunta sa dagat upang mag-ihaw at lumangoy ngayong paparating na Sabado ng umaga.,Nagplano kami nga makig-upod ha ira pamilya pakadto ha dagat basi mag-ihaw ngan maglangoy yana nga tiarabot nga Sabado han aga.,war-tgl,train,tgl,war
Magkano ang kailangang ambag para sa ating party ngayong darating na anibersaryo ng ating malaking kumpanya?,Pira an kinahanglan nga amot para han aton party yana nga maabot nga anibersaryo han aton dako nga kumpanya?,war-tgl,train,tgl,war
Malakas ang ulan kagabi kaya hindi kami nakalabas ng bahay upang mamili ng pagkain.,Makusog an uran kagab-i sanglit waray kami makagawas ha balay basi mamalit hin pagkaon.,war-tgl,train,tgl,war
"Pakiusap, pakigising naman ang iyong nakababatang kapatid dahil baka mahuli siya sa paaralan.","Alayon, pukawa an imo manghod kay bangin hiya malate ha eskwelahan.",war-tgl,train,tgl,war
Wala talaga akong inasahan na siya ang tutulong sa akin sa oras ng pangangailangan.,Waray gud ako magdahom nga hiya an mabulig ha akon ha oras han panginahanglan.,war-tgl,train,tgl,war
Hindi ko pa alam kung kailan ang wastong petsa ng pagdating ng aking nakatatandang kapatid galing sa Manila.,Diri pa ako maaram kun san-o an husto nga petsa han pag-abot han akon magulang tikang ha Manila.,war-tgl,train,tgl,war
Magdasal muna bago ka matulog upang pasalamatan ang grasya na iyong natanggap.,Pag-ampo anay san-o ka maturog basi pasalamatan an grasya nga imo nakarawat.,war-tgl,train,tgl,war
Kahapon lang.,Kakulop pa la.,war-tgl,train,tgl,war
"Nakakapagod mang magtanim ng palay, natutuwa naman ang mga magsasaka kapag dumating na ang anihan.","Nakakapoy man magtanom hin humay, nalilipay man an mga mangunguma kon inabot na an anihan.",war-tgl,train,tgl,war
Hindi ko pa gustong kumain ngayon.,Diri ko pa karuyag kumaon yana.,war-tgl,train,tgl,war
"Naiwan ko yata ang aking pitaka sa loob ng kwarto, babalikan ko muna bago tayo umalis.","Nabilin ko ada an akon pitaka ha sulod han kwarto, babalikon ko la anay san-o kita lumakat.",war-tgl,train,tgl,war
"Handa na ang mesa, kumain na kayo rito.","Andam na an lamesa, pangaon na kamo dinhi.",war-tgl,train,tgl,war
Ipinagbibigay-alam ng paaralan na makakansela ang klase bukas dahil sa kakulangan ng suplay ng tubig sa lungsod.,Iginpapahibaro han eskwelahan nga makansela an klase buwas tungod han kakulangan han suplay han tubig ha syudad.,war-tgl,train,tgl,war
At ang kapatid na babae ni Tubal-Cain ay si Naama.,Hi Naama amo an babaye nga bugto ni Tubal-cain.,war-tgl,train,tgl,war
"Kamusta naman ang negosyo natin ngayon, mayroon ba tayong maraming benta?","Kumusta man an negosyo naton yana, mayda ba kita damo nga benta?",war-tgl,train,tgl,war
Hindi pa nila natatapos ang kanilang malaking proyekto dahil nasira ang kompyuter na kanilang ginagamit matapos ang brownout.,Waray pa nira matatapos an ira dako nga proyekto kay naguba an kompyuter nga ira ginagamit kahuman han brownout.,war-tgl,train,tgl,war
Gusto ko ng matamis.,Karuyag ko hin matam-is.,war-tgl,train,tgl,war
Nagluto siya ng maraming pansit para sa mga bisitang dumating mula sa Maynila kanina.,Nagluto hiya hin damo nga pansit para ha mga bisita nga inabot tikang ha Manila kanina.,war-tgl,train,tgl,war
Nagrereklamo ang karamihan dahil sa biglaang pagkawala ng suplay ng tubig sa buong lungsod matapos ang lindol.,Nagrereklamo an kadam-an tungod han tigda nga pagkawara han suplay han tubig ha bug-os nga syudad kahuman han linog.,war-tgl,train,tgl,war
"Magandang umaga, kamusta ang paggising mo ngayon?","Maupay nga aga, kumusta an imo pagmata yana?",war-tgl,train,tgl,war
Sinabi ng guro na dapat magbasa ng mga libro upang madagdagan ang ating kaalaman sa iba't ibang mga bagay.,Nagsiring an maestro nga dapat magbasa hin mga libro basi mapadugang an aton kahibaro ha iba-iba nga mga butang.,war-tgl,train,tgl,war
Magpahinga na kayo.,Pahuway na kamo.,war-tgl,train,tgl,war
Hindi pa rin gumagaling ang sugat ko sa tuhod kaya papalinis ko ito sa nars.,Diri pa gihapon naopay an akon samad ha tuhod sanglit papalimpyohan ko ini ha nars.,war-tgl,train,tgl,war
Maliligo muna ako bago tayo kumain ng handang almusal.,Maparigo la anay ako san-o kita mangaon han andam nga pamahaw.,war-tgl,train,tgl,war
Napakaanghang nitong niluto mong manok ngunit hindi ko mapigilang kumain ng marami.,Kamaharang hini nga imo ginluto nga manok kundi diri ko mapugngan nga kumaon hin damo.,war-tgl,train,tgl,war
"Magandang gabi, saan ka pupunta at madilim na ang kalsada?","Maupay nga gab-i, makain ka nga madulom na man an karsada?",war-tgl,train,tgl,war
Tinulungan ko ang bago naming katrabaho upang mabilis siyang matuto sa kanyang mga gawain dito.,Ginbuligan ko an bag-o namon nga katrabaho basi madagmit hiya mahibaro han iya mga buruhaton dinhi.,war-tgl,train,tgl,war
Hindi ko mapigilang tumawa kapag nakikita ko ang kanilang mga ginagawa sa internet.,Diri ko mapugngan nga matawa kon nakikita ko an ira mga binuhatan ha internet.,war-tgl,train,tgl,war
Nais niyang makipagkita sa akin mamaya upang pag-usapan ang aming plano para sa darating na seminar sa ating pinagtatrabahuhan.,Karuyag niya makig-kita ha akon maya-maya basi pag-istoryahan an amon plano para han tiarabot nga seminar ha aton gintatrabahuan.,war-tgl,train,tgl,war
Nakatanggap ako ng magagandang komento mula sa kanila dahil sa niluto kong manok kagabi na kinain ng aking mga bisita sa mesa.,Nakakarawat ako hin mag-opay nga komento tikang ha ira tungod han akon ginluto nga manok kagab-i nga ginkaon han akon mga bisita ha lamisa.,war-tgl,train,tgl,war
Maasim ang mangga.,Maasum an mangga.,war-tgl,train,tgl,war
Naanyayahan kami sa isang malaking kasal na gaganapin sa pinakasikat na simbahan sa aming lungsod sa sabado.,Naimbitar kami ha usa nga dako nga kasal nga pagbubuhaton ha pinakasikat nga simbahan ha amon syudad ha sabado.,war-tgl,train,tgl,war
Ibinenta na nila ang kanilang lumang sasakyan upang makabili sila ng bagong awto na magagamit sa negosyo.,Iginbaligya na nira an ira daan nga sarakyan basi makapalit hira hin bag-o nga awto nga magagamit ha negosyo.,war-tgl,train,tgl,war
Nag-train ako ng panibagong machine learning model kahapon gamit ang mas malaking dataset.,Nag-train ako hin panibag-o nga machine learning model kakulop gamit an mas dako nga dataset.,war-tgl,train,tgl,war
Kumuha ka ng maraming larawan mamaya habang hinihipan niya ang kandila sa kanyang keyk.,Pagkuha hin damo nga litrato maya-maya samtang ginpapapara niya an kandila ha iya keyk.,war-tgl,train,tgl,war
Pagod ako ngayon.,Ginuol ako yana.,war-tgl,train,tgl,war
Nagrereklamo ang karamihan dahil sa biglang pagtaas ng presyo ng mga bilihin sa kalsada matapos ang dumaang bagyo.,Nagrereklamo an kadam-an tungod han tigda nga paghitaas han presyo han mga pamaliton ha karsada kahuman han gin-agian nga bagyo.,war-tgl,train,tgl,war
Sinabi ng doktor na dapat akong magpahinga ng ilang araw upang mabilis gumaling ang aking katawan.,Nagsiring an doktor nga dapat ako magpahuway hin pira ka adlaw basi madagmit maulian an akon lawas.,war-tgl,train,tgl,war
Busog na rin.,Busog na gihapon.,war-tgl,train,tgl,war
Magandang pagmasdan ang mga dekorasyon sa kalsada kapag nagsisimula na ang buwan ng pista.,Mahusay gud pagkit-on an mga dekorasyon ha karsada kon nagtitikang na an bulan han piyesta.,war-tgl,train,tgl,war
Nakakaramdam ako ng kaligayahan tuwing nakikita ko na marami ang namimili ng niluto ko.,Nakakaabat ako hin kalipay kada nakikita ko nga damo an namamalit han akon ginluto.,war-tgl,train,tgl,war
Saan dapit ang banyo?,Hain dapit an banyo?,war-tgl,train,tgl,war
Hindi talaga napapagod ang mga gwardya sa pag-aasikaso sa maraming taong pumapasok sa mall.,Diri gud napapoy an mga gwardya pag-asikaso ha damo nga tawo nga nasulod ha mall.,war-tgl,train,tgl,war
Nagsusulat siya ng mahabang mensahe para sa kanyang kapatid na nasa ibang bansa upang kumustahin ang kalagayan doon.,Nagsusurat hiya hin halaba nga mensahe para ha iya bugto nga aada ha iba nga nasud basi kumustahon an kahimtang didto.,war-tgl,train,tgl,war
Naiintindihan mo ba talaga ang mga regulasyon doon sa loob ng malaking pabrika na ating papasukan?,Nakasabot ka ba gud hiton mga regulasyon didto hiton sulod hiton dako nga pabrika nga aton papasukan?,war-tgl,train,tgl,war
Kumusta na ang pamilya mo?,Kumusta na an imo pamilya?,war-tgl,train,tgl,war
Nakakaramdam ako ng labis na kaligayahan tuwing nakikita ko ang ngiti sa mga mukha ng aking mga lolo at lola.,Nakakaabat ako hin labis nga kalipay kada nakikita ko an ngirit ha mga nawong han akon mga lolo ngan lola.,war-tgl,train,tgl,war
Anong oras ka uuwi ngayong gabi upang mahintay kita?,Anong oras ka mauli yana nga gab-i basi mahulat ko ikaw?,war-tgl,train,tgl,war
Gusto niyang mamili ng mga preskong isda doon sa tiangge bukas ng umaga bago maubusan ng tinda ang mga nagbebenta.,Karuyag niya mamalit hin mga presko nga isda didto ha tiangge buwas han aga san-o maubusan hin tinda an mga parabaligya.,war-tgl,train,tgl,war
Kailangang magpasa ng ilang mga mahalagang papeles bago ka maka-enroll sa unibersidad para sa susunod na semestre.,Kinahanglan magpasa hin pira nga mga importante nga papeles san-o ka makag-enroll ha unibersidad para ha masunod nga semestre.,war-tgl,train,tgl,war
"Anong oras na ba ngayon sa relo mo, baka tayo ay mahuli sa klase?","Ano na ba nga oras yana ha imo relo, bangin kita malate ha klase?",war-tgl,train,tgl,war
Maaga akong gumising kanina dahil may mahalaga kaming pagpupulong kasama ang aming boss.,Sayo ako minmata kanina kay mayda kami importante nga miting kaupod an amon boss.,war-tgl,train,tgl,war
Kailangang maging mabilis mag-isip at mapagmasid kung namimili sa palengke upang hindi ka maloko ng mga taong nagbebenta ng pekeng mga gamit.,Kinahanglan magin maabtik ngan maikmat kon namamalit ha palengke basi diri ka maloko han mga tawo nga nagbabaligya hin peke nga mga gamit.,war-tgl,train,tgl,war
Tatanggapin mo ba ang ganyang uri ng trabaho kahit na maliit lang ang kanilang ibibigay na sweldo?,Makarawat ka ba hiton sugad nga klase hin trabaho bisan kun gutiay la an ira ihahatag nga sweldo?,war-tgl,train,tgl,war
Itinago ko ang aking pera sa bangko upang may magamit ako sa oras ng malaking pangangailangan.,Gintago ko an akon kwarta ha bangko basi mayda ko magamit ha oras han dako nga panginahanglan.,war-tgl,train,tgl,war
Hindi ako makakareply agad sa iyo dahil walang signal ng internet dito.,Diri ako makakareply dayon ha imo kay waray signal han internet dinhi.,war-tgl,train,tgl,war
Mahirap makahanap ng sariwang isda ngayon sa palengke dahil hindi nakapalaot ang mangingisda.,Makuri makabiling hin presko nga isda yana ha merkado kay waray pnakakaglawod an mangingisda.,war-tgl,train,tgl,war
Binalikan niya ang lugar kung saan nila nilaro ang mga lumang laro dahil gusto niyang mabalik ang mga alaala.,Ginbalikan niya an lugar kon hain nira gin-uyag an daan nga mga uyag kay karuyag niya mabalik an mga memorya.,war-tgl,train,tgl,war
Tinulungan niya ang kanyang kaklase na makaintindi ng kanilang leksyon sa agham para hindi ito bumagsak.,Ginbuligan niya an iya klasmeyt nga makasabot han ira leksyon ha syensya basi diri ini bumagsak.,war-tgl,train,tgl,war
Hindi naging madali ang kanilang paghihiwalay ngunit alam nilang ito ang pinakamabuti para sa kanilang dalawa.,Diri nagin masayon an ira pag-bulag kundi maaram hira nga amo ini an pinakamaupay para ha ira nga duha.,war-tgl,train,tgl,war
Nakalimutan kong dalhin ang aking payong kaya napilitan akong sumilong sa harapan.,Hingalimtan ko pagdara han akon payong sanglit napiritan ako magsirong ha atubangan.,war-tgl,train,tgl,war
Naubos agad ang baterya ng aking selpon dahil buong gabi akong naglaro ng online games sa kwarto.,Naubos dayon an baterya han akon selpon kay bug-os nga gab-i ako nag-inuyag hin online games ha kwarto.,war-tgl,train,tgl,war
Hiniling niya sa aking panatilihing tahimik ang aming planong pagsurpresa sa kaarawan ng aming boss.,Ginhangyo niya ako nga pabilinon nga hilom an amon plano nga pag-surpresa ha kaadlawan han amon boss.,war-tgl,train,tgl,war
Nakakaramdam ako ng biglaang pagod sa aking katawan dahil sa buong araw na paglalagi at paglalakad sa labas.,Nakakaabat ako hin tigda nga kakapoy ha akon kalawasan tungod han bug-os adlaw nga pag-ugsad ngan paglinakat ha gawas.,war-tgl,train,tgl,war
Gusto kong matikman ang niluto mong suman dahil marami ang nagsasabing masarap talaga.,Karuyag ko tilawan an imo linuto nga suman kay damo an nasiring nga marasa gud.,war-tgl,train,tgl,war
"Ang mahal naman ng tinda mo, pwede ba akong humingi ng kaunting diskwento?","Mahalon man an imo tinda, pwede ba ako makaaro hin gutiay nga diskwento?",war-tgl,train,tgl,war
Sino ka naman na sige lang ang pagsunod-sunod sa aking lakad galing pa kanina doon sa palengke?,Hin-o ka man nga sige la iton sunod-sunod hiton akon lakat tikang pa kanina didto han merkado?,war-tgl,train,tgl,war
"Pasensya na, pero kulang yata ang ibinigay mong sukli sa akin kanina.","Pasayloa, kundi kulang man ada an imo hinatag nga sukli ha akon kanina.",war-tgl,train,tgl,war
Nakakatuwa talagang makipag-usap sa mga kaibigan sa video call kahit pa magkalayo kami sa isa't isa.,Makalilipay gud makig-istorya ha mga kasangkayan ha video call bisan pa kon harayo kami ha usag-usa.,war-tgl,train,tgl,war
Paki-bukas naman ng mga bintana sa sala upang makapasok ang malamig na hangin ngayong madaling-araw.,Alayon pag-abre han mga bintana ha sala basi makasulod an matugnaw nga hangin yana nga maagahon.,war-tgl,train,tgl,war
Hindi pa nila natatapos ang pagpipintura ng kanilang bahay dahil palaging umuulan ngayong araw.,Waray pa nira matatapos an pagpintal han ira balay kay pirme nauuran yana nga adlaw.,war-tgl,train,tgl,war
Huwag kang mahihiyang humingi ng tulong kung kailangan mo sa pag-aalaga ng iyong mga anak.,Ayaw pag-awod-awod mangaro hin bulig kon kinahanglan mo ha pag-ataman han imo mga in-anak.,war-tgl,train,tgl,war
"At sinabi ng Panginoong Diyos, ""Hindi mabuti na ang lalaki ay nag-iisa; siya'y igagawa ko ng isang katuwang na nababagay sa kanya.""","Niyan nagsiring an Ginoo nga Dyos, ""Diri maupay nga mag-usaan la an tawo. Maghihimo ako hin angay niya nga kaupod-upod nga mabulig ha iya.""",war-tgl,train,tgl,war
Sinigurado niyang malinis ang mga plato bago dumating ang aming mga bisita mula sa Maynila.,Ginpanigurado niya nga malimpyo an mga plato san-o inmatendir an amon mga bisita tikang ha Manila.,war-tgl,train,tgl,war
Sinabi ng aking ama na dapat kaming maging handa sa anumang kalamidad na darating.,Nagsiring an akon amay nga dapat kami magin andam ha bisan ano nga kalamidad nga maabot.,war-tgl,train,tgl,war
Malayo pa ba?,Harayo pa ba?,war-tgl,train,tgl,war
Palagi kong inaalala ang mga magagandang salita at aral na sinabi sa akin ng aking guro.,Pirme ko ginhihinumdom an mga maopay nga pulong ngan leksyon nga iginsiring ha akon han akon maestra.,war-tgl,train,tgl,war
Nakatanggap ako ng text mula sa aking kapatid sa Maynila.,Nakakarawat ako hin text tikang ha akon bugto ha Manila.,war-tgl,train,tgl,war
Maaraw ang langit ngayon kaya magandang maglaba at magsampay ng damit.,Masirak an langit yana sanglit maupay maglaba ngan maghalay hin bado.,war-tgl,train,tgl,war
Ano ang napanaginipan mo kagabi at umuungol ka?,Ano an imo gin-iinop kagab-i nga nag-iinul-ol ka man?,war-tgl,train,tgl,war
Masarap ang pintos na may latik.,Marasa an latik nga pintos.,war-tgl,train,tgl,war
Palagi kaming nagkikita upang pag-aralan ang mahirap na leksyon sa math.,Pirme kami nagkikita basi pag-adman an makuri nga leksyon ha math.,war-tgl,train,tgl,war
Kinakailangan ang tamang pagdidisiplina sa mga bata upang lumaki silang may respeto sa kapwa.,Ginkikinahanglan an tama nga pagdisiplina ha mga bata basi dumako hira nga may respeto ha igkasi-tawo.,war-tgl,train,tgl,war
Inihanda niya ang mga bagong gamit para sa kanyang pag-aaral bilang paghahanda sa darating na Lunes.,Igin-andam niya an bag-o nga mga gamit para ha iya pag-eskwela komo pangandam ha maabot nga Lunes.,war-tgl,train,tgl,war
Paki-bukas naman ng pinto.,Alayon pag-abre han purtahan.,war-tgl,train,tgl,war
Inom tayo!,Inom kita!,war-tgl,train,tgl,war
Nagrereklamo ang karamihan dahil sa biglang pagtaas ng presyo ng mga bilihin.,Nagrereklamo an kadam-an tungod han tigda nga paghitaas han presyo han mga pamaliton.,war-tgl,train,tgl,war
Mahirap ang makipagtawaran sa palengke kapag maaga pa ng umaga dahil wala pa silang masyadong benta na nakukuha.,Makuri an makipag-tawad ha merkado kon sayo pa han aga kay waray pa hira masyado benta nga nakukuha.,war-tgl,train,tgl,war
"Pagod na pagod ako ngayon, marami kaming ginawa sa opisina.","Kapoy gud ako yana, damo an amon ginbuhat ha opisina.",war-tgl,train,tgl,war
"Ang pangalan ng una ay Pishon na siyang umaagos sa palibot ng buong lupain ng Havila, na doo'y may ginto;",An syahan nga salog amo an Pison; naawas ini palibot han katunaan han Havila. (,war-tgl,train,tgl,war
Sino ang maghuhugas ng pinggan matapos nating kumain ngayong umaga?,Hin-o an maghuhugas han pinggan kahuman naton mangaon hini nga aga?,war-tgl,train,tgl,war
Halos hindi ko na siya makilala dahil sa laki ng ipinagbago ng kanyang hitsura ngayon.,Haros diri ko na hiya makilal-an tungod han dako nga ginbag-o han iya hitsura yana.,war-tgl,train,tgl,war
Inihanda niya ang mga gamit ng kanyang anak para sa eskwela bago sila matulog upang handa na bukas ng umaga.,Igin-andam niya an mga gamit han iya anak para ha eskwela san-o hira maturog basi andam na buwas han aga.,war-tgl,train,tgl,war
Saan dapit ang terminal?,Hain dapit an terminal?,war-tgl,train,tgl,war
Kumusta ka na ngayon pagkatapos ng mahaba mong byahe?,Kumusta ka na yana katapos han imo maiha nga byahe?,war-tgl,train,tgl,war
Humiling siya sa kanyang boss ng ilang araw na pahinga dahil hindi maganda ang nararamdaman.,Naghangyo hiya ha iya boss hin pira ka adlaw nga pahuway kay diri maupay an inaabat.,war-tgl,train,tgl,war
"Sa totoo lang, hindi naman tama iyang ibinibintang mo sa akin dahil wala talaga akong kinalaman sa pangyayaring iyan.","Balitaw, diri man husto iton imo gin-aakusar ha akon kay waray ko gud kalabutan hito nga hitabo.",war-tgl,train,tgl,war
Hindi niya nakalimutan ang kanyang pangako kaya nagpadala siya ng malaking kahon na may lamang mga regalo sa atin.,Waray niya hingalimti an iya saad sanglit nagpadara hiya hin dako nga kahon nga may sulod nga mga regalo ha aton.,war-tgl,train,tgl,war
Hanggang sa muling pagkikita natin sa susunod na buwan.,Tubtob ha aton sunod nga pagkita ha masunod nga bulan.,war-tgl,train,tgl,war
Nakita ko ang aking dating kaklase sa Caloocan habang namimili ako ng mga gulay sa kanto.,Nakit-an ko an akon daan nga klasmeyt ha Caloocan samtang namamalit ako hin mga utanon ha kanto.,war-tgl,train,tgl,war
Nagplano kaming maglakad-lakad tuwing umaga sa plasa upang mapanatili ang malakas na pangangatawan at stamina.,Nagplano kami nga maglakat-lakat kada aga ha plasa basi mapabilin an makusog nga panglawason ngan stamina.,war-tgl,train,tgl,war
Marami ang nagtatrabaho sa pabrika na nawalan ng hanapbuhay dahil sa biglaang pagsasara nito noong nakaraang buwan.,Damo an nagtatrabaho ha pabrika nga nawarayan hin panginabuhi tungod han tigda nga pagsara hini han nakalabay nga bulan.,war-tgl,train,tgl,war
Mahal ang gasolina ngayon.,Mahal an gasolina yana.,war-tgl,train,tgl,war
Mahapdi ang tiyan ko dahil hindi ako kumain noong tanghali dahil sa dami ng gawain sa opisina.,Mahapdos an akon tiyan kay waray ako pangaon han udto tungod han kadamo han buruhaton ha opisina.,war-tgl,train,tgl,war
Halos hindi ko na maalala kung sino ang nagbigay sa akin ng napakagandang kwintas na ito.,Haros diri ko na mahinumduman kon hin-o an naghatag ha akon hini nga maghusay nga kwintas.,war-tgl,train,tgl,war
Sinigurado niyang nakadala siya ng sapat na pera bago siya umalis.,Ginpanigurado niya nga nakadara hiya hin igo nga kwarta san-o hiya lumarga.,war-tgl,train,tgl,war
At si Sarai ay baog; siya'y walang anak.,Waray mag-anak hi Sarai.,war-tgl,train,tgl,war
Ano ang ginagawa mo ngayon sa bahay dahil wala naman kayong pasok sa paaralan?,Ano an imo ginhihimo yana ha balay kay waray man kamo pasok ha eskwelahan?,war-tgl,train,tgl,war
Pupunta ako sa klinika upang magpakonsulta ng aking nararamdaman.,Makadto ako ha klinika basi magpakonsulta han akon gin-aabat.,war-tgl,train,tgl,war
Kailan ka naman muling magsisimula sa iyong bagong trabaho doon sa opisina ng munisipyo ng Palo?,San-o ka man liwat matikang hiton imo bag-o nga trabaho didto han opisina han munisipyo hiton Palo?,war-tgl,train,tgl,war
Wala na kaming natirang tinapay para sa almusal kaya bibili muna ako sa tindahan.,Waray na kami nabilin nga tinapay para ha pamahaw sanglit mapalit la anay ako ha tindahan.,war-tgl,train,tgl,war
Gusto kong makipag-usap sa kanya ngunit mukhang matindi ang kanyang kaabalahan sa kompyuter ngayon.,Karuyag ko makig-istorya ha iya kundi baga hin duro an iya ka-busy ha kompyuter yana.,war-tgl,train,tgl,war
Dinala niya ang kanyang lumang kompyuter sa pagawaan upang ipaayos dahil hindi na ito umaandar.,Gindara niya an iya daan nga kompyuter ha talyer basi ipaayad kay diri na ini naandar.,war-tgl,train,tgl,war
Kailangan kong plantsahin ang aking uniporme ngayong gabi upang hindi ako magmamadali.,Kinahanglan ko plantsahon an akon uniporme yana nga gab-i basi diri ako magdali-dali.,war-tgl,train,tgl,war
