source_text,target_text,language_pair,split,source_lang,target_lang,data_source
ibutang an surudlan ha ref: ibutang an surudlan han mga berry ha ref.,ibutang ang isang surudlan sa ref: ibutang ang isang surudlan sa mga berry sa ref.,war-tgl,train,war,tgl,alpaca
An teksto in nagpapasamwak han mensahe nga diri matatag-an an kinabuhi ngan an diri ginlalaoman nga mga panhitabo in pwede mahitabo ha anoman nga oras.,Ang teksto ay nagpapahayag ng mensahe na hindi na dapat i-set ang buhay at hindi inaasahan ang mga pangyayari na maaaring mangyari sa anumang oras.,war-tgl,train,war,tgl,alpaca
An DNS (Sistema han Ngaran han Domain) nga server in usa nga integral nga bahin han internet nga naghuhubad han mga ngaran han domain nga mababasa han tawo (e.g.,Ang isang DNS (Domain Name System) server sa isang us na bahagi ng internet na nagpapaliwanag ng mga pangalan ng domain sa mga tao (halimbawa.,war-tgl,train,war,tgl,alpaca
An pag-ihaw hin itlog in simple ngan makapahimsog nga paagi hin pagluto hin itlog.,Ang pag-ihaw ng itlog sa simpleng at malusog na paraan ng pagluluto ng itlog.,war-tgl,train,war,tgl,alpaca
Mahusay gud pagkit-on an balangaw kahuman han gin-agian nga makusog nga uran ha amon.,Maganda talagang pagmasdan ang bahaghari matapos ang dumaang malakas na ulan sa amin.,,train,war,tgl,conversational
naglakat-lakat an lalaki ha parke.,naglakat-lakat ang isang lalaki sa parke.,war-tgl,train,war,tgl,alpaca
Usa pa nga ayat amo an mga konsiderasyon ha etika ha paggamit han AI ha trabahoan.,Isa sa mga tala ay ang mga etikal na konsiderasyon sa paggamit ng AI sa trabaho.,war-tgl,train,war,tgl,alpaca
Nakagamit ka na ba hin digital marketing tactics para maipromote an imo negosyo o personal nga tatak?,Maaari mo bang gamitin ang iba pang mga digital marketing tactics upang i-promote ang iyong negosyo o personal na mga kagustuhan?,war-tgl,train,war,tgl,alpaca
Malipayon Nga Nagkinantahay Ha Videoke An Amon Mga Kapitbahay Tubtob Maagahon.,Masayang Nagkantahan Sa Videoke Ang Aming Mga Kapitbahay Hanggang Madaling Araw.,,train,war,tgl,conversational
"itlog nga ispinaca ngan feta: ginhihimo tikang ha presko nga espinaca, gin-utod nga keso nga feta, ngan gin-utod nga itlog.","itlog ng ispinaca at feta: ginawa mula sa mga prutas na espinacas, may mga hilaw na mga butil, at may mga itlog.",war-tgl,train,war,tgl,alpaca
Nakakasabot Ka Ba Hin Bug-Os Han Akon Karuyag Sidngon Ha Imo Kanina?,Naiintindihan Mo Ba Nang Buo Ang Ibig Kong Sabihin Sa Iyo Kanina?,,train,war,tgl,conversational
Masasabutan Ko Gihapon.,Maiintindihan Ko Rin Naman.,,train,war,tgl,conversational
"Isumpay an mga tulbok basi matapos an masunod nga analohiya:

Balaud : Hustisya ::",Isumpay ang mga tulbok upang matapos ang sumusunod na mga analogy: Balaud: Hustisya ::,war-tgl,train,war,tgl,alpaca
Nakikigbahin hiya ha katirok nga nagpadayon ha hilawig nga panahon.,Nag-iisa siya sa mga pulong at nagpatuloy sa mga pulong sa loob ng ilang oras.,war-tgl,train,war,tgl,alpaca
Magin tinuod: Magin totoo ha imo kalugaringon ngan magin tinuod ha imo pakig-upod ha iba.,Maging totoo: Maging totoo sa iyong sarili at maging totoo sa iyong pakikitungo sa iba.,war-tgl,train,war,tgl,alpaca
Harani na mag-Pasko sanglit nag-aandam na kami hin mga regalo para ha amon mga inaanak.,Malapit na mag-Pasko kaya naghahanda na kami ng mga regalo para sa aming mga inaanak.,war-tgl,train,war,tgl,alpaca
malipayon hiya nga nakig-upod ha ira pamilya kahuman han maiha nga diri pagkakaintindihay.,masaya siyang nakisama sa kanilang pamilya matapos ang matagal na hindi pagkakaintindihan.,,train,war,tgl,conversational
marasa gud ini nga suman nga imo ginpalit ha merkado kanina.,masarap talaga itong suman na binili mo sa palengke kanina.,,train,war,tgl,conversational
"Gintagan hin teksto, kilalaha an tense nga gin-gamit","Ang pagsasali ng teksto, ang pagsasali ng tense at ang pagsasali ng mga salita",war-tgl,train,war,tgl,alpaca
"An mga algorithm han pagkita han kompyuter ginagamit ha pagkilala ngan pagklasipikar han mga butang, pag-detect han mga surubdan, ngan pag-analisar han biswal nga impormasyon","Ang mga computer vision algorithm ay ginagamit sa pag-aayos at pag-classify ng mga pindutan, pag-detect ng mga bagay, at pag-analisa ng impormasyon sa visual",war-tgl,train,war,tgl,alpaca
Nadiskobrehan nira nga an pag-aram mahimo magin makalilipay ngan an gahum han imahinasyon mahimo magdara ha ira bisan diin nira karuyag kumadto.,Natuklasan nila na ang pag-aaral ay maaaring maging kaaya-aya at ang kapangyarihan ng imahinasyon ay maaaring maging isang mag-aaral sa kanila kahit saan sila nais na pumunta.,war-tgl,train,war,tgl,alpaca
"Samtang namamatay ngan nadudunot an algae, mas damu pa nga oksihina an gin-uubos hito, salit namamatay an mga isda ngan iba pa nga organismo.","Habang pinapatay at pinatunaw ang algae, mas maraming oxygen ang nag-iimbot nito, kaya pinapatay ng mga isda at iba pang mga organismo.",war-tgl,train,war,tgl,alpaca
5:30 pm: maglakaw sa central park ug makadakop sa street performer o lumingkod para sa piknik.,5:30 pm: maglakaw sa central park at makadakop sa street performer o lumingkod para sa piknik.,war-tgl,train,war,tgl,alpaca
Pagdali nala gihapon.,Magmadali na lang din.,war-tgl,train,war,tgl,alpaca
An Kalayo ha Chicago .,Isang Kalayo sa Chicago .,war-tgl,train,war,tgl,alpaca
Ihulagway an konteksto han usa nga eksena diin duha ka tawo an mapaso nga nag-aaraway.,Ilarawan ang konteksto ng isang eksena kung saan ang dalawang tao ay nakikipag-usap sa nag-aaraway.,war-tgl,train,war,tgl,alpaca
Organiko nga kahon hin utanon .,Organic na kahon ay hindi halamanon .,war-tgl,train,war,tgl,alpaca
Kinaiya 2: Waray ako ideya.,Kinaiya 2: Wala akong ideya.,war-tgl,train,war,tgl,alpaca
Ibutang an ginpili nga pamaagi han pag-analisar ha ginproseso na nga datos han teksto.,Ang pag-aayos ng mga binary ay ginagawa sa pamamagitan ng pag-analisa ng mga binary na proseso at mga data sa teksto.,war-tgl,train,war,tgl,alpaca
An istorya mahitungod hin batan-on nga lalaki nga nakigbisog ha depresyon ngan ha urhi nalamposan ito ha bulig han iya kasangkayan.,Isang kuwento tungkol sa isang batang lalaki na nakipaglaban sa depresyon at sa huli ay nagtagumpay sa tulong ng kanyang kaibigan.,war-tgl,train,war,tgl,alpaca
hin-o hira,sino sila,,train,war,tgl,conversational
"Kapriko an iya mga panhunahuna; usa ka gutlo malipayon ngan waray kabaraka hiya, ngan ha sunod masurub-on ngan nairitar hiya.","Ang mga isip niya ay nag-aalala; isang beses ay nag-aalala siya ng masaya at walang pakialam, at pagkatapos ay nag-aalala at nag-aalala siya.",war-tgl,train,war,tgl,alpaca
"Gin-interbyu 1: Magturutdo: ""Kinahanglan namon bag-uhon an amon bug-os nga paagi han pagtutdo.","Interview 1: Guro: ""Kailangan nating baguhin ang ating mga tao sa buong paraan ng pagtuturo.",war-tgl,train,war,tgl,alpaca
Nalipay an mga parag-uma han makita nira nga nag-uuran na ha ira mga pinitak,Natuwa ang mga magsasaka nang makita nilang umuulan na sa kanilang mga palayan,,train,war,tgl,conversational
"An mga reaktor nukleyar nagios ha prinsipyo han nuclear fission, nga diin an mga nukleo han atomo ginbabahin ngadto hin gudtiay nga mga bahin, nga nagpapagawas hin enerhiya ha proseso.","Ang mga nuklear na reaktor ay tumutukoy sa prinsipyo ng nuclear fission, kung saan ang mga nukleus ng atom ay nabubuksan sa mas maliit na bahagi, na naglalabas ng enerhiya sa proseso.",war-tgl,train,war,tgl,alpaca
Naubos dayon an pagkaon ha lamesa kay ginutom an ngatanan kahuman han byahe.,Naubos agad ang pagkain sa mesa dahil nagutom ang lahat matapos ang biyahe.,,train,war,tgl,conversational
Sadang niya matapos an proyekto ha kataposan han bulan.,Dapat niyang tapusin ang proyekto sa pagtatapos ng buwan.,war-tgl,train,war,tgl,alpaca
Ginhangyo niya ako nga pabilinon nga sekreto an amon seryoso nga gin-istoryahan kagab-i ha amon telepono,Hiniling niya sa aking panatilihing sekreto ang aming seryosong pinag-usapan kagabi sa aming telepono,,train,war,tgl,conversational
"Hadto nga panahon, ha butnga han marabong ngan berde nga kagurangan may-ada okupado nga gutiay nga siya nga hi Sammy an ngaran.","Noong panahong iyon, ang mga tao sa marabong at berdeng kagubatan ay may busy na mga bata na ang pangalan ay Sammy.",war-tgl,train,war,tgl,alpaca
b. pagwara han mga nakakadisturbo .,b. pag-iwas sa mga nakakababag .,war-tgl,train,war,tgl,alpaca
"An mabug-at nga krema ngan gatas in pareho mga produkto hin gatas nga tikang hin mga baka, ngan ginagamit ha damo nga magkalainlain nga resipe.","Ang mga cream at gatas ay pareho sa mga produkto ng gatas na mula sa mga baka, at ginagamit sa iba't ibang mga resipe.",war-tgl,train,war,tgl,alpaca
Gindara niya an iya bag-o nga sarakyan ha opisina basi ipakita ha amon an mag-opay nga feature hini ngan maka-test drive kami,Dinala niya ang kanyang bagong sasakyan sa opisina upang ipakita sa amin ang magagandang feature nito at maka-test drive kami,,train,war,tgl,conversational
"Pagdali, Kay Malalate Na Kita!","Magmadali Ka, Dahil Mahuhuli Na Tayo!",,train,war,tgl,conversational
"Random Access Memory (RAM): Amo ini an memory component han usa nga kompyuter, nga naghahatag hin temporaryo nga espasyo para han CPU pagtipig hin mga datos ngan pagbuhat hin karkulasyon.","Random Access Memory (RAM): Isang bahagi ng memory ng isang computer, na nagbibigay ng pansamantalang puwang para sa CPU na mag-imbak ng data at mag-compute.",war-tgl,train,war,tgl,alpaca
"Paghimo hin tudling-pulong gamit an mga pulong ha bokabularyo: pakig-usa, mangil-ad, moral .","Paggawa ng isang tudling-salita gamit ang mga salitang sa bokalaryo: pakig-usa, mangil-ad, moral .",war-tgl,train,war,tgl,alpaca
Usa han pinakamatin-aw nga bentaha amo an mabag-o-bag-o nga oras.,Ang isa sa pinakamainam na benepisyo ay ang pag-aayos ng oras.,war-tgl,train,war,tgl,alpaca
kay ano nga an napili ikaw pa man,bakit ikaw pa ang napili ng puso ko,,train,war,tgl,conversational
Ginpanigurado namon nga nakagapos hin maupay an amon atop ngan mga bintana san-o inabot an makusog nga bagyo,Sinigurado naming nakatali nang maayos ang aming bubong at mga bintana bago dumating ang malakas na bagyo,,train,war,tgl,conversational
"An polusyon ha hangin in nahibabaroan nga nagdudurot hin mas damo nga kadaot ha mga mahuyang nga populasyon sugad han mga lagas, kabataan, ngan mga indibidwal nga mayda na daan nga medikal nga mga kondisyon.","Ang polusyon sa hangin ay kilala na nagdudulot ng higit na pinsala sa mga mahihirap na populasyon tulad ng mga may edad, kabataan, at mga indibidwal na may mga pang-medikal na kondisyon.",war-tgl,train,war,tgl,alpaca
"An eksakto nga adres hini amo an Rue de Rivoli, 75001 Paris, Fransya","Ang eksaktong address ng kumpanya ay Rue de Rivoli, 75001 Paris, France",war-tgl,train,war,tgl,alpaca
"An mas epektibo nga paagi ha katalwasan posible nga mag-uupod han pagpatuman hin pisikal nga mga ulang, paghatag hin pagbansay o mga instruksyon, ngan pagkaada aktibo nga pagbantay o pagbantay","Ang pinaka-epektibong paraan ng pag-aalaga ay maaaring maging ang pag-aalaga sa pisikal na mga pag-aalaga, pagbibigay ng pagsasanay o mga tagubilin, at walang aktibong pag-iingat o pag-iingat",war-tgl,train,war,tgl,alpaca
"Pagpili hin klase hin kuwenta: Depende ha bangko, bangin kinahanglan mo pilion an klase hin kuwenta nga karuyag mo abrihan.","Pagpipili ng klase ng pagbabayad: Depende sa bangko, maaaring kailanganin mo ang pila ng klase ng pagbabayad na gusto mong magbayad.",war-tgl,train,war,tgl,alpaca
diri ako natuod han mga sumat-sumat nga kumakalat yana kay waray man ini husto nga ebidensya,hindi ako naniniwala sa mga sabi-sabi na kumakalat ngayon dahil wala naman itong tamang ebidensya,,train,war,tgl,conversational
"Nag-abri ini hin bag-o nga mga dalan hin pag-aram ngan pakig-upod, pero ha pareho nga panahon, nagdara ini hin bag-o nga mga ayat nga kinahanglan tagan hin atensyon.","Nagbubukas ito ng mga bagong daan sa pag-aaral at pakikipag-ugnayan, ngunit sa parehong oras, nagdala ito ng mga bagong talaan na dapat bigyang pansin.",war-tgl,train,war,tgl,alpaca
nangaro hiya hin pasaylo ha akon tungod han makuri nga mga pulong nga iya iginsiring kanina han aga.,humingi siya ng paumanhin sa akin dahil sa masasakit na salita na kanyang sinabi kaninang umaga.,,train,war,tgl,conversational
materyal: carbon nga lanot .,material: carbon na walang satong .,war-tgl,train,war,tgl,alpaca
Naatubang na niya an iya mga kahadlok ngan nalamposan an mga ayat nga baga hin diri malalamposan hadto.,Siya ay nakaharap sa kanyang mga takot at nakamit ang mga bagay na tila hindi niya nagawa noon.,war-tgl,train,war,tgl,alpaca
"Sugad man, an mga natural nga kalamidad sugad han baha, linog, ngan bagyo in makakadisturbo han mga serbisyo han internet pinaagi hin pagruba han imprastraktura nga nasuporta han koneksyon.","Gayundin, ang mga natural na kalamidad tulad ng baha, baha, at bagyo ay maaaring makababag sa mga serbisyo sa internet sa pamamagitan ng pagkawasak ng mga pasilidad na sumusuporta sa koneksyon.",war-tgl,train,war,tgl,alpaca
timplahi ako kape.,timplahan mo ako ng kape.,,train,war,tgl,conversational
Mayda ba dagko nga pagbabag-o o inisyatibo nga nahitatabo ha sakob han kompanya nga angay naton hibaroan,May mga ba mga pagbabago o inisyatibo na kailangan sa loob ng kumpanya na maaari nating pag-usapan,war-tgl,train,war,tgl,alpaca
kinahanglan sarihan han kaatbang nga team nga dakpon an bola ngan ilabog ito tipabalik ha bawbaw han pukot basi maka-iskor.,ang paglabas ay dapat gawin ng kontra-team upang makuha ang bola at iboto ito sa likod ng ibabaw ng palang para sa scoring.,war-tgl,train,war,tgl,alpaca
Usa nga kaaway .,Ang US ay kaaway .,war-tgl,train,war,tgl,alpaca
Karuyag ko makig-istorya ha imo ha hilom kay mayda ako importante nga igsusumat ha imo,Gusto kong makipag-usap sa iyo nang sarilinan dahil mayroon akong mahalagang sasabihin sa iyo,,train,war,tgl,conversational
Maiha na hiya nga namimiling hin eksakto nga trabaho nga haom ha iya nahibaroan ha kolehiyo.,Matagal na siyang naghahanap ng tamang trabaho na angkop sa kanyang natutunan sa kolehiyo.,,train,war,tgl,conversational
buligi ako pag-andam han lamesa basi makakaon na kita.,tulungan mo akong maghanda ng mesa upang makakain na tayo.,,train,war,tgl,conversational
"Mabalik na ako ha trabaho, magkita nala kita maya-maya ha pag-uli.","Babalik na ako sa trabaho, magkita na lang tayo mamaya sa pag-uwi.",war-tgl,train,war,tgl,alpaca
Isaysay kon kay ano nga sayop ha gramatika an masunod nga tudling.,Ito ay isang pag-aaral ng grammar at isang pag-aaral ng pamagat.,war-tgl,train,war,tgl,alpaca
Naubos dayon an baterya han akon selpon sanglit kinahanglan ko ini i-charge bug-os nga gab-i.,Naubos agad ang baterya ng aking selpon kaya kailangan ko itong i-charge buong gabi.,,train,war,tgl,conversational
Mas karuyag mo ba mamalit online o ha tindahan?,Pero gusto mo bang bumili online o sa tindahan?,war-tgl,train,war,tgl,alpaca
Gintutdoan kami han amon lolo kon paunan-o an husto nga paghimo hin banig,Tinuruan kami ng aming lolo kung paano ang wastong paggawa ng banig,,train,war,tgl,conversational
"Ha kabaliktaran, an mamugnaon nga pagsurat usa nga artistiko nga porma hin pagsurat, nga agsob gamiton ha fiksyon, siday, mamugnaon nga diri fiksyon, ngan iba pa nga mga buhat panliterya.","Sa kasamang paraan, ang panulat na panulat ay isang pang-artistikong anyo ng pagsulat, na kadalasang ginagamit sa fiction, tula, non-fiction, at iba pang pan-literary works.",war-tgl,train,war,tgl,alpaca
Ano an pinakadaku nga ayat nga gin-aatubang han mga syentista ha datos?,Ano ang pinakadakilang mga hamon na kinakaharap ng mga siyentipiko sa data?,war-tgl,train,war,tgl,alpaca
"Gintirok ko an akon mga suplay, an akon backback puno hin mga kinahanglanon, ngan ginawas ngadto ha diri hinbabaroan.","Ang mga suplay ay binili, ang mga backback ay puno ng mga pangangailangan, at ang mga ito ay ibinahagi sa mga hindi alam.",war-tgl,train,war,tgl,alpaca
An pag-analisar han regresyon in usa nga estadistika nga pamaagi nga nagtutugot ha imo nga usisahon an relasyon ha butnga han duha o damo pa nga mga baryable nga karuyag.,Ang pag-analisa ng regression sa mga estadistika ay ginagamit sa isang paraan na nagpapahintulot sa iyo na suriin ang kaugnayan sa pagitan ng dalawang o higit pang mga variable na maaaring matukoy.,war-tgl,train,war,tgl,alpaca
An papel han mga palisiya han gobyerno ha pagduso han pag-adoptar han mga de-koryente nga awto .,Ang papel ng mga patakaran ng pamahalaan sa pag-aakusahan ng pag-aampon ng mga de-electric car .,war-tgl,train,war,tgl,alpaca
Dinamiko nga kinaiya: Usa nga maisog nga eksplorador,Pagkakayari ng kalikasan: Ang isang tao ay isang mapag-imbento at isang eksplorador,war-tgl,train,war,tgl,alpaca
"An ""virus"" in usa nga gutiay nga organismo nga nagdudurot hin impeksyon ngan pwede makatapon tikang ha tawo ngadto ha tawo.","Ang ""virus"" sa mga Amerikano ay isang organismo na nagdudulot ng impeksyon at maaaring ipasa mula sa tao sa tao.",war-tgl,train,war,tgl,alpaca
May kalabutan nga Kahanas: 2 puntos .,May kalabutan nga ni Kahanas: 2 points .,war-tgl,train,war,tgl,alpaca
"Hain Na, Hain Na Man","Nasaan Na, Nasaan Na Ba",,train,war,tgl,conversational
Nakita ko nga punpon hin hugaw an salog sanglit ginsilhig ko ini hin maupay,Nakita ko na puno ng dumi ang sahig kaya niwalisan ko ito nang maayos,,train,war,tgl,conversational
"echo ""Kasamtangan nga Petsa ngan Oras: $ kasamtangannga oras"".
""","""Kasamtangan ng Petsa at Oras: $ echo kasamtangan ng oras"". """,war-tgl,train,war,tgl,alpaca
1 nga hiwa nga karot .,1 na hiwa ng karot .,war-tgl,train,war,tgl,alpaca
tamsi - Nombre .,tamsi - Nombre .,war-tgl,train,war,tgl,alpaca
"Babay la anay, pag-amping pirme ha imo kakadtoan","Paalam na muna, mag-iingat ka palagi sa iyong pupuntahan",war-tgl,train,war,tgl,alpaca
"Pagsurat hin pulong gamit an ""pagbalik han pulong"".","Ang pagsulat ng isang salita gamit ang ""pagbalik ng salita"".",war-tgl,train,war,tgl,alpaca
an aberids nga kinabuhi han putyukan in magkaiba-iba depende han klase han putyukan ngan han iya papel ha kolonya.,ang mga antas ng buhay ng mga putyukan sa magkaiba ay depende sa klase ng mga putyukan at sa kanilang papel sa kolonya.,war-tgl,train,war,tgl,alpaca
"Ha kaso han pagtawag ha telepono, an signal iginpapadara ha pinakahirani nga cell tower han nakarawat, ngan katapos, ito an nagpapadara han signal ha ira telepono.","Sa kaso ng pag-tawag sa telepono, ang signal ay ipinadala sa pinakamalapit na cell tower ng tumanggap, at pagkatapos, ipinapadala nito ang signal sa kanilang telepono.",war-tgl,train,war,tgl,alpaca
An modelo in maghihimo hin mga pagbag-o ha iya mga pansulod nga mga parameter para mapaupay an katukma han iya pagtagna ha paglabay han panahon.,Ang isang modelo ay maaaring gumawa ng mga pagbabago sa mga parameter ng mga bahagi nito upang mapabuti ang katumbas na maaaring maging sa paglipas ng panahon.,war-tgl,train,war,tgl,alpaca
tulo an akon mga anak,tatlo ang mga anak ko,,train,war,tgl,conversational
"An PES in labi nga mapulsanon para han pag-aram han elektroniko nga mga kabtangan han mga materyales, sugad han istraktura han banda, kadamo han mga estado, ngan pag-andar han trabaho","Ang PES ay lalong kapaki-pakinabang para sa pag-aaral ng mga elektronikong problema ng mga materyales, gaya ng istraktura ng banda, bilang ng mga estado, at pag-andar ng trabaho",war-tgl,train,war,tgl,alpaca
hinumduman ko pa gihapon iton imo guin-siring ha akon didto han unhan han aton daan nga eskwelahan.,naaalala ko pa rin ang iyong sinabi sa akin doon sa unahan ng ating lumang paaralan.,,train,war,tgl,conversational
Nag-aabri an eksena ha usa nga korte diin ginhihimo an pagbista.,Nag-aabre ako ng eksena sa isang korte ng Estados Unidos kung saan ang isang kaso ay dapat na isara.,war-tgl,train,war,tgl,alpaca
"Kay waray gud hira igo nga ""kagat"" ha ira kaso, ngan sige an ira pagkuha hin mga tawag ha adlaw nga nakaturog an bampira ha ira lungon.","Dahil hindi sila sapat na ""kagat"" sa kanilang bilangguan, at kaya't tumatanggap sila ng mga tawag sa araw-araw habang ang mga pulis ay nakatulog sa kanilang mga lungon.",war-tgl,train,war,tgl,alpaca
"Mahimo mo gamiton an mga bola nga styrofoam ha pagrepresentar han mga proton, neutron, ngan electron, ngan an mga panlimpyo han tubo ha pagrepresentar han mga orbit han electron.","Ang mga styrofoam balls ay maaaring gamitin upang kumakatawan sa protons, neutrons, at electrons, at ang mga panlabas ng tubo ay maaaring gamitin upang kumakatawan sa mga orbit ng electrons.",war-tgl,train,war,tgl,alpaca
an world wildlife fund (wwf) in usa nga internasyunal nga organisasyon nga nagdedikar ha pagpreserba han natural nga karikuhan han kalibutan.,ang world wildlife fund (wwf) ay isang internasyonal na organisasyon na nakatuon sa pag-iingat ng likas na mga hayop sa buong mundo.,war-tgl,train,war,tgl,alpaca
"An pamiling hin maopay nga mga paagi ha pagkontrol han tensyon, sugad han pagpamalandong, paghunahuna, o pakiistorya ha terapista, makakabulig ha pagpauswag han imo kabug-osan nga kahimsog ngan kaopayan.","Ang pag-aaral ng mga paraan upang makontrol ang stress, gaya ng pagmumuni-muni, pag-iisip, o pakikipag-usap sa therapist, ay makakatulong sa pagpapabuti ng iyong pangkalahatang kalusugan at kagalingan.",war-tgl,train,war,tgl,alpaca
makalilipay gud pagkit-on an kabataan nga nag-uuyag ha plasa samtang nag-iistorya an mga kag-anak ha sirong,nakakatuwa talagang pagmasdan ang kabataan na naglalaro sa plasa habang nag-uusap ang mga magulang sa silong,,train,war,tgl,conversational
An kantidad han pagbalyo han dolyar han Estados Unidos ngadto han Libra Britaniko amo an 1:0.80,Ang halaga ng palitan ng dolyar ng Estados Unidos sa British Pound ay 1:0.80,war-tgl,train,war,tgl,alpaca
"Nakaamot ini ha pag-utod han kagurangan, pagkawara han pagkaiba-iba han kinabuhi, pag-anod han tuna, ngan kakulang hin tubig, ngan iba pa nga mga isyu ha palibot","Ito ay tumutukoy sa pag-aalis ng kagubatan, pag-aalis ng biodiversity, pag-aalis ng tuna, at kawalan ng tubig, at iba pang mga isyu sa kapaligiran",war-tgl,train,war,tgl,alpaca
waray pa nira matatapos an pagpintal han ira balay kay pirme nauuran hini nga mga nakalabay nga adlaw,hindi pa nila natatapos ang pagpipintura ng kanilang bahay dahil palaging umuulan nitong mga nakaraang araw,,train,war,tgl,conversational
diri gud makakag-atendir an amon boss yana nga adlaw tungod hin importante nga miting ha langyaw,hindi talaga makakadalo ang aming boss ngayong araw dahil sa isang mahalagang pulong sa ibang bansa,,train,war,tgl,conversational
Diri ko mapugngan nga masina kon nakikita ko hiya nga nagbubuwa ha akon atubangan.,Hindi ko mapigilang magalit kapag nakikita ko siyang nagsisinungaling sa aking harapan.,war-tgl,train,war,tgl,alpaca
"""Naglilipay an mga Mahigugmaon ha Kape: Pag-aram Nagpapakita hin Pag-iban han Peligro han Stroke nga Nasumpay ha Adlaw-adlaw nga Tasa han Joe""","""Naglilipay an mga Mahigugmaon sa Kape: Pag-aram Nagpapakita an Pag-iban han Peligro han Stroke na Nasumpay sa Adlaw-araw na Tasa han Joe""",war-tgl,train,war,tgl,alpaca
"An tagsa hini nga mga imbensyon nagbag-o han paagi han aton pakigkomunikar, kaliawan, pagtrabaho, ngan pagbiyahe, ngan padayon nga naghuhurma han aton kalibotan yana.","Ang bawat isa sa mga imbensyon na ito ay nagbago sa paraan ng ating komunikasyon, kasiyahan, trabaho, at paglalakbay, at patuloy na nagpapanatili sa ating modernong mundo.",war-tgl,train,war,tgl,alpaca
"Pero, magin tinuod kita, ayaw kita pagpakunokuno, .","Pero, maging totoo tayo, hindi natin dapat sabihin sa iyo, .",war-tgl,train,war,tgl,alpaca
Sarihi pag-imprinta hin pahina han pagsari.,Pag-print-pag-sarihi hindi pahina han pagsari.,war-tgl,train,war,tgl,alpaca
Isurat utro an pulong basi magin mas makaruruyag pamation ngan makadani hin atensyon.,Isulat mo ang mga salita upang maging mas makabuluhang pamasahe at makabuluhang atensyon.,war-tgl,train,war,tgl,alpaca
Mapaso nga kalayo .,Mapaso sa apoy .,war-tgl,train,war,tgl,alpaca
hain dapit banyo?,saan dapit ang banyo?,,train,war,tgl,conversational
"An akon unta sukli tikang han akon ginbayad, alayon la.","Ang sukli ko po sana mula sa ibinayad ko, pakiusap lang.",,train,war,tgl,conversational
"Mga proseso ha industriya: An pipira nga proseso ha industriya, sugad han paghimo hin semento ngan pagpabugnaw, nagpapagawas hin mga gas nga nagpapaso sugad han hydrofluorocarbons ngan sulfur hexafluoride.","Mga proseso sa industriya: Ang ilang mga proseso sa industriya, gaya ng paggawa ng semento at pag-init, ay naglalabas ng mga gas na nagpapahinga tulad ng mga hydrofluorocarbon at sulfur hexafluoride.",war-tgl,train,war,tgl,alpaca
Diri ako sigurado kon maabot pa hiya yana nga gab-i kay makusog na an uran ha gawas.,Hindi ako sigurado kung darating pa siya ngayong gabi dahil malakas na ang ulan sa labas.,war-tgl,train,war,tgl,alpaca
"An mga tide amo an regular nga paghataas ngan paglugsong han lebel han dagat ha Kalibutan, nga dara han pwersa han grabidad nga ginpapatuman han Bulan ngan Adlaw, ngan han pagtuyok han Kalibutan.","Ang mga alon ay ang regular na pag-aalsa at pagtaas ng antas ng dagat sa Kalibutan, na dulot ng gravity force na ginagawa ng buwan at araw, at ang pag-ikot ng Kalibutan.",war-tgl,train,war,tgl,alpaca
"An mga pagbag-o ha kahilarom han tubig mahimo makagbag-o han pag-apod-apod ngan kadamu han mga klase ha kadagatan, nga nakakaapekto ha mga web han pagkaon ngan ha pagkaiba-iba han kinabuhi.","Ang mga pagbabago sa tubig ay maaaring magbawas ng pagkalat at bilang ng mga uri ng mga klase sa dagat, na nakakaapekto sa mga network ng pagkain at iba't ibang uri ng buhay.",war-tgl,train,war,tgl,alpaca
"Ginsusukol nga serbisyo: An paggamit han mga serbisyo ha dampog in ginsusukol, nga naghahatag hin kaklaro para han nagtatagana ngan han gumaramit, nga nagtutugot para hin mga modelo hin pagsingil nga bayad-kada paggamit.","Pag-iimbak ng serbisyo: Ang paggamit ng mga serbisyo sa ulap sa iimbak ng serbisyo, na nagbibigay ng malinaw na pag-iimbak at pag-andar, na nagpapahintulot para sa mga modelo ng pag-iimbak at pagbabayad-sa-paggamit.",war-tgl,train,war,tgl,alpaca
"Patawa ngan trahedya: An mga drama ni Shakespeare agsob nga nagsasagol hin mga elemento han komedya ngan trahedya, nga naghihimo hin hura nga emosyonal nga tapiserya nga mahimo makaaghat hin katawa ngan luha.","Pagtawa at trahedya: Ang mga drama ni Shakespeare ay kadalasang nagsasama ng mga elemento ng komedya at trahedya, na gumagawa ng isang emosyonal na pag-aakit at pag-aakit na maaaring maging sanhi ng pagtawa at pag-aalaga.",war-tgl,train,war,tgl,alpaca
"Yana nga nakuha na naton an mga tampok tikang ha aton mga datos, kinahanglan naton magpili hin modelo han pagklasipikar nga gagamiton.","Dahil nakuha natin ang mga tampok mula sa ating mga data, kailangan nating pumili ng isang modelo ng pag-classification ng gagamiton.",war-tgl,train,war,tgl,alpaca
An talan-awon nagpapakita hin harangdon ngan makangingirhat nga kabukiran nga may hitaas nga mga pungkay nga nasulod ha langit.,Ang talinta ay nagpapakita ng isang malaking at nakamamanghang bundok na may taas na mga tuktok na umabot sa langit.,war-tgl,train,war,tgl,alpaca
Melodyoso hiya nga nagbobokal durante han makusog nga uran.,Melodyoso siya sa nagbobokal sa panahon ng malakas na uran.,war-tgl,train,war,tgl,alpaca
